RXCUI	ATC
539759	"[""A11GA01""]"
542304	"[""V03AN01""]"
543786	"[""N01BA03""]"
544218	"[""R06AB04""]"
579334	"[""A07BA01""]"
579816	"[""R01BA03"", ""R06AC01""]"
581614	"[""J01XX08""]"
583453	"[""N02BG08""]"
860499	"[""R05CA03"", ""R05DA03""]"
860534	"[""C07AG02""]"
1000497	"[""G03FA12""]"
1005853	"[""D10AF06""]"
1006647	"[""P02CC01""]"
1006709	"[""S01AB04""]"
1009476	"[""G03BA03""]"
1012004	"[""S01CA02""]"
1044431	"[""N02BE01"", ""R05DA03""]"
1048284	"[""N01BX02"", ""R02AD04""]"
1049910	"[""R06AA02""]"
105467	"[""G04BE01""]"
1085698	"[""A01AC01"", ""C05AA12"", ""H02AB08"", ""R03BA06""]"
1085811	"[""A12CA01"", ""B05BB01"", ""B05CB01"", ""B05XA03"", ""S01XA03""]"
238405	"[""D02AB""]"
240448	"[""L03AB03""]"
244593	"[""D11AX11""]"
247551	"[""R01AD05""]"
248642	"[""N06AB03""]"
251404	"[""D01AE12""]"
251457	"[""D08AE04""]"
260127	"[""A01AC04"", ""A07EA01"", ""C05AA04"", ""H02AB06"", ""S03BA02""]"
284498	"[""J05AF02""]"
1656599	"[""B01AB01""]"
1666545	"[""J01AA02""]"
1719231	"[""B02BD02""]"
1723189	"[""L01XX44""]"
1733859	"[""D04AB01""]"
1736778	"[""L01XA03""]"
1738354	"[""N02BG08""]"
211682	"[""C04AC01"", ""C10AD02""]"
1010053	"[""N01BB02""]"
1046442	"[""D08AJ01""]"
1046867	"[""A01AA02""]"
1047862	"[""A03BA01"", ""A03BA03"", ""A04AD01"", ""N03AA02"", ""N05CM05""]"
1048873	"[""A03BA03"", ""J01XX05""]"
1085977	"[""C05AA12"", ""D07AB09"", ""D07XB02""]"
1664359	"[""D07AA02""]"
1729710	"[""N01AH06""]"
242787	"[""J01DB03""]"
245020	"[""D01AE12""]"
1737638	"[""C01BB01"", ""C05AD01"", ""N01BB02""]"
1791599	"[""L01AA06""]"
1791701	"[""L01BC02""]"
616810	"[""D08AX08""]"
1189100	"[""M03BB03""]"
1233700	"[""N02AA03""]"
1233878	"[""C10AA02""]"
404636	"[""G04BE09""]"
411081	"[""A16AX01""]"
485023	"[""L04AA06""]"
539433	"[""J01CA04""]"
539554	"[""R03DA04"", ""R05CA03""]"
541892	"[""N06BA01"", ""N06BA02""]"
577785	"[""C09CA06""]"
582299	"[""B02AA01""]"
602185	"[""R06AX13""]"
603103	"[""M01AE02""]"
607232	"[""G01AD01""]"
859941	"[""R01BA03"", ""R05CA03"", ""R05DA03""]"
860055	"[""A03AX13""]"
860522	"[""C07AG02""]"
1009433	"[""D04AB01""]"
1012726	"[""N01BB03""]"
1012707	"[""N01BB04""]"
1047907	"[""A03BA03""]"
1050670	"[""D08AE04"", ""D09AA06""]"
239239	"[""D01BA01""]"
240029	"[""A11CC05""]"
243421	"[""A07BC04""]"
307828	"[""D06BA05"", ""D08AA02"", ""J01EB06""]"
1665444	"[""J01DC02""]"
1668154	"[""A03BA01"", ""V04CX07""]"
1735487	"[""R05DB10""]"
1232113	"[""N02AA01""]"
860143	"[""R01BA03"", ""R05DA03"", ""R06AC01""]"
1086767	"[""R06AA02""]"
1670353	"[""N03AB02""]"
1724880	"[""N01BB01""]"
1737565	"[""C01BB01"", ""C05AD01"", ""N01BB02""]"
1743374	"[""B02BD02""]"
1744041	"[""D01AE12""]"
1790351	"[""V03AF07""]"
404179	"[""A02AC01""]"
198312	"[""C03DB02""]"
198483	"[""A07BC04""]"
206847	"[""C01DA08"", ""C05AE02""]"
206946	"[""C03BA11""]"
995776	"[""R01BA01"", ""R05CA03"", ""R05DA04""]"
315105	"[""M03AC02""]"
343017	"[""A06AA01""]"
349545	"[""N05AX12""]"
351936	"[""J01DC04""]"
349478	"[""G04BE09""]"
801962	"[""N05BA01""]"
826867	"[""A08AA01""]"
829926	"[""L01XX27""]"
205859	"[""G03CA01"", ""L02AA03""]"
313214	"[""G04CA03""]"
349404	"[""D02AB""]"
833146	"[""N06AX17""]"
833703	"[""C05AE03"", ""C08DB01""]"
833704	"[""C08DB01""]"
833711	"[""N02AX02""]"
849321	"[""N02AC04""]"
849450	"[""N02CC51""]"
849928	"[""N06BC01""]"
855213	"[""B03BA01""]"
1090849	"[""A12CX""]"
1099886	"[""N05CA01""]"
1100896	"[""A02AC01"", ""A11CC01"", ""A12AA04""]"
1112867	"[""G02CA01""]"
1115449	"[""L02AE02""]"
1189687	"[""H03AA01""]"
1191376	"[""C05AA01"", ""D07AA02"", ""D07XA01""]"
208112	"[""C03EA01""]"
208323	"[""C05AA11"", ""D07AC08""]"
208942	"[""A12BA01""]"
209329	"[""N06AA10""]"
210274	"[""A03AX13""]"
210540	"[""S01AA01"", ""S03AA08""]"
1234498	"[""R05FB02""]"
213825	"[""J01DB05""]"
2175104	"[""N02BE01"", ""R05CA03"", ""R05DA09""]"
237420	"[""A12AA04""]"
2168869	"[""N06BA04""]"
404334	"[""R05FB02""]"
416684	"[""D02AB""]"
540263	"[""A01AA01""]"
545118	"[""S01AE05""]"
562251	"[""J01CR02""]"
577862	"[""A11HA07""]"
597967	"[""C10BX03""]"
616487	"[""N05AH04""]"
617309	"[""J01CR02""]"
857022	"[""N02BE01"", ""R05DA03""]"
857413	"[""R01BA01"", ""R06AA04""]"
857468	"[""C10AA""]"
857764	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
860754	"[""R06AA10""]"
1020059	"[""D10AB02"", ""D10AF06""]"
1037147	"[""R01BA02"", ""R06AB05"", ""R06AC01""]"
1052660	"[""J05AG04""]"
106834	"[""N06AA06""]"
1085767	"[""A01AC01""]"
245043	"[""A11GA01"", ""B03AA02""]"
261283	"[""A11CC04""]"
261309	"[""N04BC04""]"
261359	"[""J06BD01""]"
282486	"[""C03CA02""]"
307676	"[""N02BE01""]"
1667882	"[""R03BB04""]"
2123047	"[""A07BC01""]"
210665	"[""A06AC08""]"
1658345	"[""N05AX16""]"
1661208	"[""B02AB02""]"
1791371	"[""A16AA01""]"
1797845	"[""R01AX03""]"
1797906	"[""R01AD11""]"
1798541	"[""D01AE12""]"
1806195	"[""N06BA04""]"
1864414	"[""N07BC51""]"
1867997	"[""N01BB02""]"
1870952	"[""H02AB13""]"
1873704	"[""G03AA05"", ""B03AA02""]"
1876132	"[""H05BX04""]"
1946727	"[""C05AD03"", ""D04AB04"", ""N01BA05""]"
197483	"[""R01BA01"", ""R06AB04"", ""R06AX04""]"
197541	"[""M04AC01""]"
1863967	"[""A12BA01"", ""A12CA01"", ""B05CB01"", ""B05CX01"", ""B05XA01"", ""B05XA03"", ""V04CA02"", ""V06DC01""]"
1234941	"[""N02AA08"", ""R06AB04""]"
1241824	"[""R01BA03"", ""R05CA03""]"
1245298	"[""R01BA02"", ""R05DA09"", ""R06AB04""]"
1245449	"[""C10BA02""]"
1245985	"[""M09AX01""]"
1246628	"[""C05AD01"", ""D04AB01"", ""D08AJ01"", ""D09AA11""]"
1250983	"[""N02BE01"", ""R05CA03"", ""R05DA09"", ""R06AB04""]"
1251039	"[""R05DA09"", ""R06AB04""]"
1292314	"[""D04AA32""]"
1294471	"[""N02BE01"", ""R01BA02"", ""R05CA03"", ""R05DA09""]"
1294547	"[""A08AA10""]"
1300739	"[""N02BE01""]"
1304511	"[""A02AA02"", ""A02AC01"", ""A06AA02"", ""A06AD02"", ""A11CC05"", ""A11DA01"", ""A11GA01"", ""A11HA01"", ""A11HA02"", ""A11HA04"", ""A12AA04"", ""A12CC10"", ""B03BA01"", ""B03BB01"", ""V04CX02""]"
1305786	"[""R01BA02"", ""R05DA03""]"
1305775	"[""R01BA02"", ""R05DA09"", ""R06AB02""]"
1307874	"[""P03AX05""]"
1314882	"[""N04BC04""]"
1356866	"[""R01BA02"", ""R06AB01""]"
1357405	"[""R01BA01"", ""R06AB01""]"
1358781	"[""G03AA05""]"
1359135	"[""G03AA05""]"
1359709	"[""N07BA01""]"
1360635	"[""J01CA04""]"
1366022	"[""N02BE01"", ""R05DA09"", ""R06AB04""]"
1366879	"[""R01BA02"", ""R05DA03"", ""R06AB04""]"
1370213	"[""R05DA09""]"
1370770	"[""D07AB02""]"
1372891	"[""D04AB01""]"
1374408	"[""A01AC02"", ""C05AA09"", ""H02AB02"", ""S03BA01""]"
141963	"[""J01FA10""]"
1422103	"[""D04AB01""]"
1422901	"[""R01BA02"", ""R05DA09""]"
1423080	"[""J01AA02""]"
1423720	"[""R05DA09""]"
1425110	"[""L01EE01""]"
197719	"[""D07AC07""]"
197844	"[""D10BA01""]"
197898	"[""J01DC08""]"
197953	"[""C02LA03""]"
198005	"[""C07AA12""]"
1431977	"[""L04AD02""]"
1432149	"[""P02CC01""]"
1435480	"[""N06AX23""]"
1442585	"[""D01AC03""]"
1540847	"[""B03AA02""]"
1541781	"[""N01BX04""]"
1545163	"[""A10BD16""]"
1545290	"[""D04AB01""]"
1547672	"[""R03BA09""]"
1596445	"[""R03BB07""]"
1604352	"[""L01EX08""]"
1546894	"[""J05AR13""]"
1648776	"[""C10AX12""]"
1432119	"[""C05AD03"", ""D04AB04"", ""D08AJ01"", ""D09AA11"", ""N01BA05""]"
244309	"[""S02DA03""]"
1655938	"[""A11HA01""]"
308117	"[""R03DA05""]"
1658148	"[""J06BB04""]"
1670351	"[""N03AB02""]"
1718975	"[""B02BD02""]"
1723206	"[""N01AH02""]"
1729053	"[""B01AC27""]"
1729419	"[""L01CA04""]"
1731340	"[""L01AX04""]"
1737457	"[""M05BA03""]"
1741406	"[""B05AA01""]"
1742399	"[""B05AA01""]"
1793135	"[""B02BC06""]"
1798388	"[""A10AF01""]"
1798385	"[""D08AX08""]"
1801283	"[""D07AC08""]"
1876674	"[""J06BA01""]"
1919512	"[""L01FF03""]"
1927024	"[""P03AX05""]"
1943497	"[""R05DB10""]"
1236092	"[""P03AX05""]"
1242787	"[""G03AA05""]"
1243328	"[""J05AF07""]"
1246074	"[""C05AD07"", ""D04AB07""]"
1247756	"[""A06AA02""]"
1248050	"[""R05FB02""]"
1250755	"[""D01AE04""]"
1251562	"[""D01AE12""]"
1251813	"[""R05DA09"", ""R06AB04""]"
1291951	"[""N02BE01"", ""R01BA02"", ""R05DA09""]"
1293975	"[""R01BA02"", ""R06AA02""]"
1297551	"[""R01BA03"", ""R05DB05"", ""R06AA02""]"
1298452	"[""D01AE23""]"
1306916	"[""C05AX04""]"
1310954	"[""A12AX""]"
1356837	"[""R01BA02"", ""R05DA03"", ""R06AB01""]"
1363034	"[""A03BB03"", ""R01BA02"", ""R06AB04""]"
1365866	"[""S01BC10""]"
1366822	"[""N02BE01"", ""R01BA02"", ""R05DA09"", ""R06AB04""]"
1376066	"[""C05AA09"", ""D07AB19"", ""D07XB05"", ""D10AA03""]"
1422081	"[""G03AA09""]"
1436155	"[""D01AE12""]"
1436940	"[""D01AE13""]"
197388	"[""L04AX01""]"
197625	"[""C02CA04""]"
197912	"[""A08AA05""]"
1442590	"[""D01AC03""]"
1486665	"[""A06AG04"", ""A06AX01""]"
1534833	"[""D02AA""]"
153639	"[""N05AH04""]"
1292470	"[""M01AA01""]"
1741407	"[""B02BD02""]"
1790246	"[""C08CA16""]"
1790317	"[""A16AX04""]"
1791065	"[""A06AC01""]"
1795346	"[""B05BB01""]"
1801294	"[""A12BA01""]"
1807510	"[""J01XA01""]"
1808849	"[""P02BA01"", ""P02CC01""]"
1809438	"[""J06BA01""]"
1855519	"[""G03AC03""]"
1859373	"[""B05BA02""]"
1860464	"[""A12BA01"", ""B05XA01""]"
1872272	"[""N02AA03""]"
1926332	"[""A10AB04""]"
1927290	"[""L04AB02""]"
1943551	"[""A01AC02"", ""C05AA09"", ""H02AB02"", ""S03BA01""]"
197511	"[""J01MA02""]"
197536	"[""N05AH02""]"
197695	"[""M01AE04""]"
1869381	"[""M09AX01""]"
1244921	"[""R05DA04""]"
1245461	"[""A06AA02""]"
1245539	"[""D01AE18""]"
1293876	"[""S02CA03""]"
1299179	"[""H03AA01""]"
1299799	"[""R05DA09""]"
1307421	"[""A06AX04""]"
1310820	"[""D08AJ01""]"
1310944	"[""A03BB03"", ""R06AB04""]"
1312429	"[""A10BH51""]"
1312408	"[""L01EX05""]"
1356310	"[""R01BA02"", ""R05CA03""]"
1357428	"[""R01BA01"", ""R06AB01""]"
1359027	"[""G03AA05""]"
1359347	"[""D06AX04"", ""D06AX05""]"
1363499	"[""R01AA07"", ""R01AB06""]"
1368431	"[""A10BD09""]"
1372459	"[""R05CA03"", ""R05DA09""]"
1422101	"[""C10BA05""]"
1436931	"[""D08AX01"", ""D11AX25""]"
198208	"[""A04AD01"", ""N05CM05""]"
1442881	"[""D02AE01""]"
1483558	"[""G03AA05"", ""B03AA02""]"
1493691	"[""C05AX04""]"
152932	"[""J05AF05""]"
1536882	"[""R01BA03""]"
1596783	"[""G03BA03""]"
1421987	"[""R05DA09"", ""R06AB04""]"
1606283	"[""L01XC16""]"
1606305	"[""B03BA01""]"
1247658	"[""A03AB02""]"
1358765	"[""G03AA05""]"
1545669	"[""C05AX06""]"
1547952	"[""G04BX12""]"
1922476	"[""N04BD03""]"
1923433	"[""S01ED51""]"
1294128	"[""A09AA01""]"
1364114	"[""H01CB05""]"
1601098	"[""C05AD01"", ""D04AB01""]"
153845	"[""A10BB12""]"
1539190	"[""G03FA01""]"
1540675	"[""R05FB02""]"
1543394	"[""D10AE01""]"
1544394	"[""L04AX03""]"
1544971	"[""C05AX06""]"
1547620	"[""J01XA05""]"
1551886	"[""V03AE03""]"
1597822	"[""H01CB05""]"
1600776	"[""N04BA02""]"
1423773	"[""C08CA06""]"
197379	"[""C07AB03""]"
1806683	"[""G03FA01""]"
1860151	"[""N02AA05""]"
1871446	"[""N02AA01""]"
1918042	"[""L02BX03""]"
1923428	"[""S01ED01""]"
1236173	"[""N02AA08""]"
1245286	"[""A03BB03"", ""R06AB04""]"
1249083	"[""A08AA01""]"
1301259	"[""N01AX03""]"
1302633	"[""D04AX""]"
1358776	"[""G03AA05""]"
1364807	"[""R06AA02""]"
1373327	"[""A09AA01""]"
197941	"[""H03BB02""]"
198037	"[""C08CA06""]"
1440065	"[""M02AC""]"
1441567	"[""C01AA05""]"
1442992	"[""L01EL01""]"
1483318	"[""A02BC04""]"
1488053	"[""R06AX26""]"
1490493	"[""B01AB01""]"
152942	"[""J05AF04""]"
153128	"[""J05AE02""]"
1595772	"[""R05DA03""]"
1595760	"[""R05DA03""]"
1597620	"[""J01DI54""]"
1598471	"[""A02AF02""]"
1601091	"[""S01GX09""]"
791947	"[""J01CA04""]"
896271	"[""R03AK06""]"
731560	"[""J01CE08"", ""J01CE09""]"
702434	"[""D10AB02"", ""D10AX02""]"
731171	"[""B03XA02""]"
749785	"[""G03AA11""]"
721773	"[""N05AH02""]"
755803	"[""R01BA02"", ""R06AB04""]"
885211	"[""N04AC01""]"
885228	"[""R02AD01""]"
892684	"[""N02AA01""]"
896009	"[""R03BA05""]"
897700	"[""C08DA01""]"
992774	"[""G01AF04""]"
993518	"[""N06AX12""]"
308181	"[""J01CA04""]"
308366	"[""A01AD05"", ""B01AC06"", ""N02BA01"", ""N06BC01""]"
311639	"[""D08AJ08"", ""R02AA09""]"
312193	"[""S01AB04"", ""S01BA04"", ""S01CB02"", ""S01FB01"", ""S01GA05"", ""S03BA02""]"
665122	"[""J05AF11""]"
795737	"[""N07BA03""]"
800220	"[""B05BA01""]"
876433	"[""J01EA01"", ""J01EC01""]"
884770	"[""N02BE01""]"
892830	"[""R02AD01""]"
897586	"[""C08DA01""]"
91349	"[""D08AX01""]"
966922	"[""A06AD65""]"
992749	"[""S01FA05""]"
995077	"[""R05DA04""]"
881272	"[""N03AX18""]"
308579	"[""D03AX06""]"
308763	"[""A07BC04""]"
310248	"[""L01CB01""]"
310405	"[""C10AA04""]"
312614	"[""H02AB06""]"
312807	"[""J06BB01""]"
198332	"[""J01EA01""]"
2044886	"[""D07XA01""]"
205899	"[""S01EA01"", ""S01EB01""]"
995615	"[""B03AA07""]"
998514	"[""D01AC02""]"
317174	"[""N05AH04""]"
351358	"[""S02CA03""]"
403967	"[""N03AX15""]"
802059	"[""A07EA02""]"
308898	"[""A02AC01"", ""A12AA04"", ""N03AA02""]"
311552	"[""N05AC03""]"
198818	"[""D08AG02""]"
901814	"[""M01AE01"", ""R06AA02""]"
904467	"[""C10AA03""]"
904938	"[""M05BA06""]"
905093	"[""M05BA07""]"
979099	"[""A06AD65""]"
310376	"[""S01BA07""]"
198234	"[""M04AB02""]"
198266	"[""R03DA04"", ""R05CA03""]"
198270	"[""N05AC02""]"
1986437	"[""V03AN04""]"
1988786	"[""L01ED04""]"
315243	"[""B05BC02""]"
824295	"[""N03AF03""]"
829759	"[""A11JB""]"
845494	"[""A07EA03"", ""H02AB07""]"
755310	"[""R05CA03"", ""R05DB05""]"
905257	"[""P02BA01"", ""P02CC01""]"
992445	"[""R06AD02""]"
308482	"[""J01XX05"", ""N02BA05""]"
861156	"[""C01BC03""]"
876679	"[""A11JA""]"
1090529	"[""J01GB03"", ""S03AA06""]"
311935	"[""N07AA01""]"
1088977	"[""R01BA02"", ""R05CA03"", ""R05DA04""]"
204829	"[""A12AA01""]"
830778	"[""C01EB09""]"
896004	"[""R03BA05""]"
310180	"[""G03CA03""]"
903438	"[""H03AA02""]"
617333	"[""J01CR02""]"
637218	"[""N04BD02""]"
656809	"[""A01AA01""]"
644097	"[""R06AB04""]"
730869	"[""C09DB02""]"
618644	"[""A09AB01""]"
643173	"[""L01EA02""]"
753454	"[""A09AA01""]"
753423	"[""B03XA03""]"
728113	"[""J05AH02""]"
656808	"[""A01AA01""]"
749244	"[""A07BC01""]"
751563	"[""N03AX09""]"
727970	"[""V08AB04""]"
746030	"[""C07CB03""]"
749206	"[""V03AE02""]"
796462	"[""A02AD02""]"
865571	"[""A10BB07""]"
310537	"[""A10BB01""]"
755357	"[""N03AD01""]"
861742	"[""A10BD02""]"
866479	"[""C07BB02""]"
876529	"[""C09DB04""]"
890786	"[""G01AF15""]"
891815	"[""A11JB""]"
896762	"[""C07AG01""]"
898362	"[""C09BA07""]"
992708	"[""N05AA01""]"
994521	"[""M03BC01""]"
991239	"[""N05AA01""]"
308192	"[""J01CA04""]"
308692	"[""D10AE01""]"
309060	"[""J01DC06""]"
312018	"[""C01DA02""]"
312834	"[""N06DA03""]"
199105	"[""D04AB01""]"
200123	"[""M01AX05"", ""M01AX25""]"
995281	"[""N05BB01""]"
998483	"[""D01AC02""]"
313452	"[""D10AD01""]"
314047	"[""M01AE01""]"
315158	"[""D08AF01"", ""D09AA03""]"
317570	"[""J01AA06""]"
351594	"[""A12AA04""]"
404176	"[""A02AF02""]"
404284	"[""D07AA02""]"
830263	"[""J07BC01""]"
895777	"[""P02BA01""]"
991247	"[""P02CB01""]"
310095	"[""N03AA02"", ""R03DA04"", ""R05CA03""]"
310433	"[""N02BF01""]"
759869	"[""R01BA02"", ""R05CA03""]"
92752	"[""L01BC02""]"
309097	"[""J01DC02""]"
309377	"[""N05AH02""]"
198404	"[""B03AA02"", ""B03BB01"", ""V04CX02""]"
200820	"[""C03DA01""]"
313333	"[""R06AD03""]"
373896	"[""B05XA02""]"
388054	"[""S01ED51""]"
402094	"[""J05AE08""]"
801486	"[""A12CA01"", ""A12CC01"", ""B05CB01"", ""B05CX01"", ""B05CX03"", ""B05XA03"", ""B05XA08"", ""B05XA11"", ""B05XB03"", ""N06AX02"", ""V03AB26"", ""V04CA02"", ""V06DC01""]"
310531	"[""N05CE01""]"
310874	"[""S03CA04""]"
311662	"[""G03BA02"", ""G03EK01""]"
643105	"[""L01EA02""]"
672193	"[""D10AX01""]"
644991	"[""R06AB02""]"
706960	"[""H05BX01""]"
727533	"[""N01AX07""]"
656843	"[""A01AA01""]"
724859	"[""N06BA13""]"
727703	"[""L04AB04""]"
729830	"[""A03AX13""]"
731463	"[""A10BD06""]"
749158	"[""G03AA11""]"
755783	"[""R05CA03"", ""R05DA03""]"
759473	"[""J05AH01""]"
758486	"[""A02BC03"", ""M01AE02""]"
724606	"[""N04BA02""]"
725023	"[""N06DA03""]"
756301	"[""B03BA01"", ""B03BB01""]"
884014	"[""P02CF01""]"
896112	"[""D01AE22""]"
966200	"[""H03AA01""]"
991284	"[""D08AG03""]"
897044	"[""H01AC01""]"
349547	"[""N05AX12""]"
748800	"[""G03AA12""]"
861850	"[""N05AB02""]"
892746	"[""N06AA04""]"
900438	"[""M01AE01""]"
90176	"[]"
992496	"[""D10AE01""]"
308182	"[""J01CA04""]"
310326	"[""B03AA07"", ""B03BB01"", ""V04CX02""]"
310377	"[""S01BA07""]"
310619	"[""R03DA04"", ""R05CA03""]"
311371	"[""J01DC08""]"
311624	"[""L01BA01"", ""L04AX03""]"
198487	"[""N01BA05""]"
199107	"[""P02CC01""]"
2057158	"[""C09CA07""]"
206970	"[""N01AX03""]"
206992	"[""M01AE03""]"
995443	"[""R05CA03"", ""R05DA04""]"
313720	"[""A11HA03""]"
348724	"[""V03AN01""]"
861370	"[""V03AE02""]"
900441	"[""D09AA13""]"
966589	"[""D07AC10""]"
311179	"[""A03AB09"", ""N05AB04""]"
311196	"[""C01DA14""]"
865144	"[""N05AB02""]"
310465	"[""D06AX07""]"
311214	"[""A07AA08"", ""J01GB04""]"
312266	"[""J01CE01""]"
199390	"[""M01AB08""]"
205305	"[""C09CA07""]"
997226	"[""N06DA02""]"
359570	"[""M01AX05""]"
347980	"[""A09AA01""]"
311386	"[""N05AH01""]"
645884	"[""H01AC01""]"
759471	"[""J05AH01""]"
731184	"[""B03XA02""]"
707680	"[""R06AB04""]"
727316	"[""C01CA24""]"
750104	"[""A01AA04""]"
762333	"[""G03AA11""]"
897712	"[""N02AA03""]"
968670	"[""R06AB06""]"
701502	"[""P02CC01""]"
757667	"[""B02BD30""]"
864804	"[""N07BC02""]"
884534	"[""N06BA02""]"
896862	"[""G03GA01""]"
904663	"[""C10BX02""]"
991328	"[""N05AA01""]"
992481	"[""R06AD02""]"
992927	"[""D03AX11""]"
991013	"[""A01AA01""]"
991338	"[""N05AA01""]"
310541	"[""S01XA20""]"
311258	"[""A07FA01""]"
1087258	"[""A11JB""]"
198342	"[""D02AE01""]"
1990869	"[""A10BJ01""]"
206275	"[""R03DA04"", ""R05CA03""]"
313945	"[""J01CF01""]"
352272	"[""N06AB10""]"
801005	"[""A12CA01"", ""B05CB01"", ""B05CX01"", ""B05XA03"", ""B05XA17"", ""V04CA02"", ""V06DC01""]"
823934	"[""C09DA04""]"
730441	"[""N06AB04""]"
979334	"[""R03AB03"", ""R03CB03""]"
310813	"[""C03AA03""]"
204969	"[""D04AB04""]"
312106	"[""A07DA02"", ""N02AA02""]"
1087026	"[""D04AA32""]"
1087682	"[""D02AA""]"
1090657	"[""R01BA02"", ""R05CA03""]"
1090709	"[""N02BE01"", ""R01BA02""]"
198901	"[""A12CB02""]"
199359	"[""A11HA03""]"
2046145	"[""L01FG01""]"
2055008	"[""D10AD01""]"
206785	"[""N05BC01""]"
995230	"[""R05CA03"", ""R05DA04""]"
998369	"[""R01BA03"", ""R05DA04"", ""R06AB02""]"
999613	"[""D10AF06""]"
312960	"[""A03AX13""]"
313788	"[""A02AF02""]"
348325	"[""V03AN01"", ""V03AN02""]"
349607	"[""R01BA03"", ""R05CA03""]"
351427	"[""N07BA01""]"
352345	"[""L04AA15""]"
374038	"[""R03CC03""]"
384518	"[""A12AA04""]"
360422	"[""A12AX""]"
805017	"[""D10AF02""]"
805010	"[""L03AB10""]"
805464	"[""N07XX06""]"
805855	"[""C09DA06""]"
809010	"[""N04BA02""]"
828286	"[""H02AB10""]"
833463	"[""D05AX02""]"
834158	"[""D08AC02"", ""D09AA12""]"
999547	"[""V03AN01"", ""V03AN02""]"
313090	"[""B05CX02""]"
827693	"[""R07AX01""]"
832923	"[""D11AX11""]"
835603	"[""N02AX02""]"
844832	"[""R03DA04""]"
847213	"[""A10AB04"", ""A10AD04""]"
847716	"[""A10BD04""]"
848197	"[""C05AA05"", ""D07AC01"", ""D07XC01""]"
854861	"[""G03AC03"", ""G03AD01""]"
855342	"[""B01AA03""]"
855626	"[""M01AB05""]"
856849	"[""N06AA09""]"
857218	"[""V03AE02""]"
207373	"[""L01XX23""]"
208123	"[""S01FA02""]"
208441	"[""M01AB02""]"
208513	"[""G03CA57""]"
208590	"[""S01CA01""]"
208450	"[""N02CC01""]"
209814	"[""A12AA04""]"
2099686	"[""G03BA03""]"
210298	"[""A03AX13""]"
210659	"[""A06AC08""]"
211525	"[""A12CB01""]"
2122642	"[""L04AA40""]"
2123072	"[""R03AC02""]"
213561	"[""C05AA05"", ""D07AC01"", ""D07XC01""]"
213915	"[""R01BA01"", ""R06AB04""]"
2168521	"[""N02BE01"", ""R05DA09""]"
2168517	"[""R05DA09"", ""R06AB06""]"
2173857	"[""R05CA03"", ""R05DA09""]"
1093230	"[""D01AC01""]"
1094168	"[""R06AA02""]"
1094136	"[""G04BX06""]"
1094383	"[""N01BX04""]"
1094538	"[""N02BE01"", ""R05DA09""]"
1098155	"[""D10AE01""]"
1099650	"[""N03AG01""]"
1101389	"[""S01GA02""]"
1101546	"[""N02BE01"", ""R01BA02""]"
1101928	"[""N06BA11""]"
1113050	"[""R01BA02"", ""R05DA04"", ""R06AE04""]"
1114500	"[""J01DD02""]"
351913	"[""D01AE14""]"
213329	"[""R05CA03""]"
1091200	"[""R01BA02"", ""R01BA52"", ""R06AB04""]"
1098930	"[""R05FB02""]"
1115575	"[""N01AH01"", ""N02AB03""]"
1116629	"[""C05AD01"", ""D04AB01""]"
1190804	"[""A03BA01""]"
1232410	"[""P03AC01""]"
1233623	"[""M02AB01""]"
1234560	"[""G04BD04""]"
1234594	"[""D01AE12""]"
1116148	"[""R05CA03""]"
402058	"[""L03AX03""]"
402273	"[""G04BE09""]"
404044	"[""D07AA02""]"
404127	"[""D10AE01""]"
404542	"[""R01BA02"", ""R05CA03""]"
476179	"[""N05AH02""]"
540800	"[""R01BA02"", ""R06AB04""]"
562300	"[""A01AC03""]"
583030	"[""G03GA07""]"
857890	"[""C01BA02""]"
1000081	"[""N06AA12""]"
1000046	"[""D08AC02"", ""D09AA12""]"
1000929	"[""S01EB01""]"
1011707	"[""N01BB02""]"
1011987	"[""S01CA02""]"
1012942	"[""R01BA02"", ""R06AA08""]"
1013011	"[""C05AD01"", ""D04AB01""]"
1037153	"[""R01BA03"", ""R05CA03"", ""R05DB05""]"
1037205	"[""D08AG02""]"
1014571	"[""R01BA02""]"
1044218	"[""D08AG02"", ""D08AG03"", ""D09AA09"", ""D11AC06""]"
1047939	"[""D08AE04"", ""D09AA06""]"
1049553	"[""D08AG03""]"
1049635	"[""N02AJ17""]"
1052709	"[""A01AB02"", ""D08AX01""]"
1053282	"[""D01AE12""]"
1053364	"[""C05AD03"", ""D04AB04"", ""N01BA05""]"
108329	"[""D01AC08""]"
1085773	"[""D07AB09""]"
2184158	"[""R01BA03"", ""R06AB04""]"
245619	"[""D11AX12""]"
262095	"[""C10AA05""]"
283279	"[""D02AF""]"
284453	"[""R01AX""]"
1654351	"[""H01CB02""]"
1658262	"[""B05XA05""]"
1659174	"[""B05CB04""]"
1659161	"[""C10AX14""]"
1661740	"[""R05FB02""]"
1664328	"[""A10BD20""]"
1666798	"[""N05CD08""]"
1099709	"[""R01BA02"", ""R05DA04"", ""R06AX07""]"
1190831	"[""R01BA02""]"
1234466	"[""R05FB02""]"
540411	"[""N05CF04""]"
540921	"[""J01EA01"", ""J01EC01""]"
541660	"[""N06AB05""]"
543685	"[""D07AA02""]"
616906	"[""R01BA03"", ""R05DB05"", ""R06AB04""]"
