RXCUI	ATC
1236062	"[""N02AA08"", ""R01BA02"", ""R06AB04""]"
1242120	"[""R05FB02""]"
1243046	"[""R07AX02""]"
1244763	"[""R01BA02"", ""R05CA03"", ""R05DA03""]"
1246068	"[""V03AB03""]"
1247441	"[""D04AB04""]"
1293717	"[""D04AA32""]"
1293905	"[""D04AB07""]"
1297404	"[""N02BE01"", ""R05DA09"", ""R06AA09""]"
1299713	"[""C01CA02"", ""R03AB02"", ""R03CB01""]"
1300074	"[""D08AC02"", ""D09AA12""]"
1309346	"[""D02AA""]"
1359011	"[""N03AX22""]"
1368423	"[""A10BD09""]"
1375115	"[""H02AB02"", ""S01BA01""]"
1421636	"[""A07BC01"", ""A07BC02""]"
1429389	"[""A11CA01"", ""A11CC01""]"
1430122	"[""N06AB05""]"
1432291	"[""A07DA03""]"
1436083	"[""C05AD01""]"
197535	"[""N05AH02""]"
1439903	"[""C02KX05""]"
1439926	"[""C05AX04""]"
1439915	"[""D01AE12""]"
1485215	"[""C05AD03"", ""C05BB05"", ""D04AB04"", ""D08AE03""]"
1486977	"[""A10BK01""]"
1487376	"[""D11AF"", ""D01AE12""]"
1488671	"[""B01AC21""]"
1492380	"[""N02BE01"", ""R05DA09"", ""R06AA09""]"
153008	"[""M01AE01""]"
1544396	"[""L04AX03""]"
1548871	"[""D10AE01""]"
1549403	"[""S02BA01""]"
1552004	"[""R03BB04""]"
1591985	"[""D03AX11""]"
1358750	"[""D06AX04"", ""D07AA01"", ""D07AC14"", ""D10AA02""]"
1427984	"[""D01AC02""]"
1722680	"[""G03AA05""]"
1728054	"[""A04AA05""]"
1730927	"[""C01CA19""]"
259843	"[""A12AA01""]"
1742331	"[""B05AA01""]"
1742329	"[""B05AA01""]"
1743856	"[""H02AB04""]"
1790248	"[""C08CA16""]"
1791419	"[""D11AX12""]"
1795478	"[""B05CX01"", ""V04CA02"", ""V06DC01"", ""B05BA03""]"
1796676	"[""V03AB14""]"
1813417	"[""J06BA01""]"
1863350	"[""L01CA02""]"
1869699	"[""A06AX04""]"
1872980	"[""L04AB04""]"
1923424	"[""C07AA07""]"
1946527	"[""N02AX02""]"
197303	"[""S01EC01""]"
197362	"[""D02AX""]"
1244665	"[""R05CA03""]"
1246254	"[""R05DA09""]"
1251395	"[""A07BA01""]"
1291276	"[""A11CC05""]"
1298435	"[""S01XA03""]"
1299188	"[""H03AA01""]"
1300164	"[""R05DA09"", ""R06AB06""]"
1305810	"[""A02AA02"", ""A06AB08"", ""A06AD02"", ""A09AB04"", ""A12CC10""]"
1307862	"[""D02AA""]"
1308448	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
1308438	"[""R05DA04"", ""R06AB01""]"
1314133	"[""A04AA01""]"
1359107	"[""M01AB55""]"
1362730	"[""C01BB02""]"
1364490	"[""C10AX12""]"
1421067	"[""H03AA01""]"
1422912	"[""D08AG03""]"
1438107	"[""A02AA04"", ""A02AC01""]"
197445	"[""N04BA02""]"
1438502	"[""R01AA04"", ""S01FB01"", ""S01XA20""]"
1490067	"[""G03XC01""]"
1491531	"[""M01AB01""]"
1539205	"[""S01EE04""]"
1547118	"[""N05CJ01""]"
1551482	"[""M01AE03""]"
1551519	"[""C05AD02"", ""D04AB06"", ""D06AX04""]"
1424384	"[""R01BA02""]"
1731042	"[""M04AB05""]"
1731995	"[""N02AA01""]"
1791591	"[""L01AA06""]"
1791576	"[""N02AA05""]"
1809430	"[""J06BA01""]"
1809671	"[""J06BA01""]"
1810093	"[""D08AX07""]"
1812484	"[""L01DC03""]"
1867614	"[""N01BB01""]"
1870633	"[""J01GB03""]"
1923326	"[""D07AC07""]"
197323	"[""L01XX03""]"
197354	"[""R03DA05""]"
197495	"[""A10BB02""]"
1241888	"[""C04AB02""]"
1245391	"[""A06AA02""]"
1247290	"[""N05BA06""]"
1293170	"[""C01CA04""]"
1298081	"[""C01BC08""]"
1298902	"[""N05AE02""]"
1309312	"[""J01FF02""]"
1359022	"[""G03AA05""]"
1359545	"[""C01DA02""]"
1359658	"[""G03BA03""]"
1359675	"[""G03FA01""]"
1368034	"[""A10BH04""]"
1375932	"[""N02BE01""]"
1375981	"[""D02AB""]"
1422924	"[""D08AG03""]"
1423468	"[""D08AG03""]"
1425228	"[""L01EC02""]"
1429345	"[""R01BA53"", ""R06AB04""]"
1431142	"[""A03FA01""]"
1435881	"[""D08AG03""]"
197889	"[""N05AN01""]"
198181	"[""J04AK01""]"
1484805	"[""A01AA01""]"
1488353	"[""A11CC05""]"
153591	"[""A10BB12""]"
1546189	"[""L03AB13""]"
1551474	"[""A08AA62""]"
1593738	"[""H01BA01""]"
1601407	"[""J07AH09""]"
1608274	"[""A05AA03""]"
1652242	"[""A10AB04""]"
1251337	"[""G03FA01""]"
198188	"[""C09AA05""]"
1441533	"[""D08AG03""]"
1535226	"[""N05CM18""]"
1651393	"[""D01AC02""]"
197384	"[""P01AX06""]"
1359111	"[""A06AA01"", ""C05AX06""]"
1362781	"[""R01BA03"", ""R05DA03"", ""R06AC01""]"
1370772	"[""D07AB02""]"
197686	"[""M01AB08""]"
1541928	"[""L01EX01""]"
1650994	"[""R06AX13""]"
1427997	"[""D01AE12""]"
1650305	"[""C01EB09""]"
1246991	"[""A06AA02""]"
1421071	"[""H03AA01""]"
1492746	"[""L04AA32""]"
151229	"[""N03AX11""]"
1537045	"[""B01AC26""]"
748879	"[""G03AA07""]"
668660	"[""H02AB06""]"
749737	"[""G03AA05""]"
644790	"[""A11JA""]"
701305	"[""D10AD01""]"
794078	"[""J05AP01"", ""L03AB05""]"
800057	"[""B05DB""]"
800115	"[""B05DB""]"
748856	"[""G03AA12""]"
895268	"[""R05CA03"", ""R05DB05""]"
901802	"[""N02CC03""]"
93382	"[""C03BA08""]"
991046	"[""N05AA01""]"
993261	"[""D08AX01""]"
308207	"[""J01CA01""]"
308402	"[""N02BA01""]"
308896	"[""A12AA04""]"
866412	"[""C07AB02""]"
876866	"[""A11CA01"", ""A11DA01"", ""A11GA01"", ""A11HA03"", ""A11HA04"", ""B03AA07""]"
884772	"[""M09AB03""]"
886688	"[""R01BA02"", ""R05CA03""]"
895991	"[""D07AC17""]"
896011	"[""R03BA05""]"
896209	"[""R03AK06""]"
904419	"[""M05BA04""]"
308761	"[""A02BD"", ""A07BB""]"
309096	"[""J01DC02""]"
310866	"[""C05AA01"", ""D06AX04"", ""D07AA02"", ""D07AB02"", ""D07AB11"", ""D07AC16"", ""D07XA01""]"
1088768	"[""B03BB01""]"
198461	"[""N02BA01""]"
199374	"[""B03BA01""]"
2003792	"[""D08AC02""]"
204520	"[""A12BA01""]"
2046528	"[""R06AA02""]"
803348	"[""A08AA01""]"
810002	"[""N03AX18""]"
827183	"[""A02BA02""]"
896864	"[""G03GA01"", ""G03GA08""]"
904870	"[""N02AE01""]"
669750	"[""D07AB08""]"
899763	"[""V03AN01"", ""V03AN04""]"
991502	"[""R05DA04"", ""R06AD02""]"
96304	"[""N03AA03""]"
966613	"[""C02DB02"", ""C03AA03""]"
994007	"[""M01AE52""]"
308907	"[""A02AC01""]"
309926	"[""C05AA01"", ""D07AA02"", ""D07AB02"", ""D07AB11"", ""D07AC16"", ""D07XA01"", ""C05AX04""]"
310867	"[""C05AA01"", ""D06AX04"", ""D07AA02"", ""D07AB02"", ""D07AB11"", ""D07AC16"", ""D07XA01""]"
311450	"[""B05BC01""]"
312368	"[""N03AA02""]"
1089090	"[""R01AX""]"
198806	"[""B03AB02""]"
2001745	"[""M02AC""]"
206756	"[""N03AA01""]"
996032	"[""B03AE""]"
998509	"[""D01AC02""]"
313226	"[""G01AG02""]"
317769	"[""R03DA04""]"
402106	"[""C03DA04""]"
755535	"[""R01BA01"", ""R06AB04""]"
895784	"[""P02BA01""]"
904630	"[""C07AA07""]"
205800	"[""D06AX07""]"
314106	"[""P01AB01""]"
389122	"[""D10AE01""]"
863669	"[""G04CA02""]"
864980	"[""N07BC02""]"
351209	"[""J02AC03""]"
686433	"[""A07EC02""]"
629699	"[""J01AA08""]"
701184	"[""D09AA08""]"
701371	"[""A02AC01""]"
702019	"[""B03AA02"", ""B03BB01""]"
668628	"[""N02AB03""]"
728109	"[""J05AH02""]"
668901	"[""D03BA01""]"
751302	"[""N06DA03""]"
755839	"[""R01BA02"", ""R01BA03"", ""R05DA04""]"
747260	"[""A12CA01"", ""B05CB01"", ""B05XA03"", ""B05BB01""]"
861416	"[""J01FA10""]"
865568	"[""A10BB07""]"
899513	"[""N06BA11""]"
992150	"[""J01XX05""]"
979492	"[""C09CA01""]"
308171	"[""N05CB01""]"
309274	"[""N02BA03"", ""N07AX02""]"
998540	"[""G01AF04""]"
758032	"[""L03AB07""]"
861362	"[""B01AX05""]"
861657	"[""C01DA02""]"
866021	"[""R06AX02""]"
891893	"[""N02AA01""]"
905057	"[""L02AE04""]"
966169	"[""H03AA01""]"
966181	"[""H03AA01""]"
899642	"[""C01DA02""]"
308168	"[""N05CA02"", ""N05CA06""]"
308347	"[""N03AA02"", ""N05CA05""]"
308791	"[""S02AA03""]"
309602	"[""B03BA01""]"
310208	"[""G03BA03"", ""G03CA07"", ""G03CC04""]"
312215	"[""A03AD01""]"
1998481	"[""H02AB02""]"
206595	"[""A08AA05""]"
995680	"[""R06AE05""]"
997170	"[""R05DA04""]"
313634	"[""B03AE""]"
317573	"[""A10BG03""]"
347856	"[""V03AN01""]"
401953	"[""N05AX08""]"
809248	"[""A09AA01""]"
831872	"[""G03AA09""]"
966202	"[""H03AA01""]"
993757	"[""N02BE01"", ""R05DA04""]"
800037	"[""A09AB01"", ""B05CX01"", ""B05CX03"", ""B05XB01"", ""B05XB03"", ""N06AX02"", ""V03AB26"", ""V04CA02"", ""V06DC01""]"
867497	"[""A02BA03""]"
905520	"[""N05BA02""]"
990990	"[""V03AB19""]"
313002	"[""B05XA03""]"
860977	"[""A10BA02""]"
309695	"[""S01AA03"", ""S01BA01"", ""S01CB01"", ""S03AA01"", ""S03BA01""]"
630035	"[""C03CA01""]"
629979	"[""A01AA01"", ""A01AA04"", ""A12CD01""]"
647407	"[""R05CA03""]"
686441	"[""N05AX13""]"
701990	"[""S01XA20""]"
725094	"[""G03DA04""]"
799055	"[""N04BC04""]"
702016	"[""A11HA03""]"
672921	"[""C08CA05""]"
686420	"[""J01FA01""]"
695964	"[""A12AA04"", ""A11CC05""]"
751623	"[""C07AB12""]"
791880	"[""A02BC03""]"
860981	"[""A10BA02""]"
861436	"[""D07AD01""]"
863638	"[""G04BD04""]"
891812	"[""A11JB""]"
894757	"[""N06AA04""]"
966209	"[""H03AA01""]"
311931	"[""C05AA04"", ""D06AX04"", ""D07AA03"", ""D07XA02""]"
312593	"[""C02CA01""]"
688240	"[""G03CA57""]"
798118	"[""D10AF02""]"
755802	"[""C01CA26"", ""R03CA02"", ""R06AB04""]"
763469	"[""D10AE01""]"
861580	"[""N02AB02"", ""R06AD02""]"
896773	"[""C07AG01""]"
979444	"[""R03CB03""]"
990997	"[""S01EB05""]"
905532	"[""N05BA02""]"
308885	"[""V03AE07""]"
309690	"[""S01BA01"", ""S01CB01"", ""S03BA01""]"
312178	"[""M01AA03""]"
312841	"[""M01AH02""]"
309610	"[""A11DA01"", ""B03BA01""]"
199299	"[""A16AA01""]"
2045892	"[""G01AF04""]"
2054159	"[""L01EX08""]"
205562	"[""L01XX11""]"
207291	"[""A01AB17"", ""J01XD01"", ""P01AB01""]"
997605	"[""N06BX06""]"
347250	"[""V03AN01"", ""V03AN02""]"
351582	"[""C02AA04""]"
351988	"[""J01AA02""]"
904589	"[""C07AA07""]"
904934	"[""M05BA06""]"
966757	"[""S01KA02""]"
309269	"[""N02BA03""]"
864824	"[""N07BC02""]"
966248	"[""H03AA01""]"
207079	"[""G01AC01""]"
833038	"[""R03DA05""]"
668535	"[""R01BA02"", ""R06AB01""]"
727357	"[""C01EB10""]"
727360	"[""C01EB10""]"
730442	"[""N06AB04""]"
730947	"[""D02AE01""]"
749783	"[""J01FA10""]"
790436	"[""A02AA04""]"
866436	"[""C07AB02""]"
884211	"[""C02AC01"", ""C03BA04"", ""N02CX02""]"
886668	"[""C01BC04""]"
892345	"[""N02AA01""]"
967944	"[""D11AX18"", ""M02AA15""]"
904932	"[""M05BA06""]"
200329	"[""A02BC01""]"
754761	"[""J05AG04""]"
866449	"[""R05CA03""]"
880433	"[""C08CA05""]"
885219	"[""N04AC01""]"
897584	"[""C08DA01""]"
966198	"[""H03AA01""]"
991221	"[""C03AA01""]"
991557	"[""C09BA06""]"
993286	"[""D08AG03""]"
967558	"[""D02AB""]"
308905	"[""A02AC01"", ""A12AA04""]"
309013	"[""L01AD01""]"
310155	"[""J01FA01""]"
310226	"[""G03BA01"", ""G03CA01"", ""L02AA03""]"
311919	"[""A10BX03""]"
312719	"[""A06AB06""]"
1090000	"[""D08AC02""]"
198455	"[""A02AB01"", ""A02AB02""]"
204782	"[""A02AD02""]"
207078	"[""G01AC01""]"
995070	"[""R05DA04""]"
995274	"[""N05BB01""]"
998400	"[""R01BA03"", ""R05DA04"", ""R06AB02""]"
998530	"[""D01AC02""]"
999793	"[""A11CA01"", ""A11CC05""]"
313148	"[""D10AB02""]"
313482	"[""H02CA01""]"
313913	"[""A09AA01""]"
351855	"[""R06AX13""]"
371244	"[""V03AE04""]"
388525	"[""D05AX02""]"
801632	"[""A12CA01"", ""A12CC01"", ""B05CB01"", ""B05CX03"", ""B05XA03"", ""B05XA08"", ""B05XA11"", ""B05XB01"", ""B05XB03"", ""N06AX02"", ""V03AB26""]"
827406	"[""D02AE01""]"
831269	"[""A07EB01""]"
866094	"[""N05BE01""]"
899461	"[""N06BA11""]"
308210	"[""J01CA01""]"
308597	"[""N03AA02""]"
966247	"[""H03AA01""]"
312634	"[""N05AB04""]"
1087912	"[""D08AX08""]"
108958	"[""D05AX02""]"
199169	"[""M01AE03""]"
200033	"[""C07AG02""]"
2002800	"[""B05CB02""]"
2048025	"[""L03AA13""]"
205807	"[""J01CA01""]"
997493	"[""R06AX26""]"
998019	"[""S01KA02""]"
998256	"[""R01BA02"", ""R06AB04""]"
313036	"[""A01AA01""]"
313893	"[""J04BA01""]"
315186	"[""G01AX11""]"
315220	"[""D10AB02""]"
351127	"[""J01DD16""]"
363592	"[""J07AH04"", ""J07AH08""]"
998679	"[""C02AC01""]"
800925	"[""B05BB02"", ""B05XA08""]"
800976	"[""A12CA01"", ""B05CB01"", ""B05XA03"", ""B05XB03"", ""N06AX02"", ""V03AB26""]"
828555	"[""N02BE01""]"
829749	"[""A11CC05"", ""M01AX05""]"
830239	"[""J07BC01""]"
833532	"[""C01BD01""]"
834137	"[""A01AB03""]"
205911	"[""D01AA08"", ""D01BA01""]"
207358	"[""J01AA08""]"
362755	"[""J01CA12"", ""J01CG02""]"
314163	"[""A12BA01""]"
851749	"[""N03AX09""]"
855336	"[""B01AA03""]"
847365	"[""J01DD16""]"
208397	"[""G02AD02""]"
208812	"[""A07AA09"", ""J01XA01""]"
209278	"[""D06BA02""]"
209369	"[""N02BE01""]"
209628	"[""A07BC04""]"
210372	"[""A01AB11""]"
2105802	"[""J01CA04""]"
2106362	"[""A07AA13""]"
2108098	"[""D01AC02""]"
2109981	"[""M09AX01""]"
211677	"[""S01AA03"", ""S01AA18"", ""S01BA02"", ""S01CB03"", ""S03AA01"", ""S03AA03""]"
212844	"[""L04AD01""]"
213560	"[""C05AA05"", ""D07AC01"", ""D07XC01""]"
213818	"[""R03CC02""]"
2170993	"[""R03DX09""]"
2171132	"[""C05AD01"", ""D04AB01"", ""N01BB02""]"
2173855	"[""R05CA03"", ""R05DA09""]"
1091265	"[""N03AA02""]"
1091341	"[""N06BA04""]"
1094338	"[""R06AA02""]"
1094748	"[""D08AJ01"", ""D09AA11"", ""D08AJ08""]"
1099581	"[""R01BA02"", ""R06AX07"", ""R01BA52""]"
1099759	"[""N03AG01""]"
1112248	"[""R01BA02""]"
1119631	"[""B03AB02""]"
11253	"[""A11CC""]"
831259	"[""R03BC01""]"
2105803	"[""J01CA04""]"
211149	"[""A02BD"", ""A07BB""]"
211919	"[""J01DC02""]"
212265	"[""R02AD01""]"
213392	"[""J05AG03""]"
1098911	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
1116104	"[""C01CA26"", ""N03AA02"", ""R03CA02"", ""R03DA01"", ""R05CA03""]"
1190776	"[""A03BA01""]"
1192862	"[""S01KA01""]"
1234521	"[""R05FB02""]"
404472	"[""A02AD03""]"
406468	"[""V03AB03""]"
413250	"[""D08AE04""]"
484714	"[""N02BE01"", ""R01BA01"", ""R06AB04""]"
486515	"[""B05CB01""]"
546585	"[""A09AA01""]"
604381	"[""G03GA06""]"
616551	"[""A11CC05"", ""A12AA13""]"
858366	"[""S01BC05""]"
859017	"[""R01BA02"", ""R05DA03"", ""R06AB04""]"
859232	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
859230	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
860225	"[""L02AB01""]"
1001437	"[""N02BA51"", ""N06BC01""]"
1010688	"[""N01BB02""]"
1011458	"[""D08AJ06""]"
1011996	"[""C05AD01""]"
1012266	"[""A07EA02"", ""C05AA01"", ""C05AD01""]"
1014469	"[""N02BE01""]"
1037088	"[""R01BA01"", ""R06AB05"", ""R06AC01""]"
1044284	"[""C05AD03"", ""D04AB04""]"
1047922	"[""A03BA03""]"
1049374	"[""D09AA11""]"
105553	"[""L01AA02""]"
243328	"[""R03DA04"", ""R05CA03""]"
246830	"[""C01DB01""]"
250912	"[""D04AB01""]"
252463	"[""B03BB01""]"
252559	"[""R03BA02""]"
261339	"[""J01MA14""]"
261378	"[""A12AA04""]"
308072	"[""A02AD03""]"
1659167	"[""C10AX14""]"
1098618	"[""L02BG03""]"
1190611	"[""A03BA01""]"
404443	"[""N02CC06""]"
476322	"[""J01DC04""]"
857730	"[""R01BA02"", ""R05CA03"", ""R05DA03"", ""R06AB04""]"
859072	"[""R05CA09"", ""R05DA03""]"
859757	"[""C10AA07""]"
1005928	"[""G03AD02""]"
1006686	"[""D10AF06"", ""D10AB02""]"
1085642	"[""C05AA12"", ""D07AB09"", ""D07XB02""]"
238031	"[""C05AD05"", ""N01BA02""]"
242671	"[""J04AB05""]"
245768	"[""A06AC01""]"
248160	"[""A07BC04""]"
1039026	"[""D08AJ08""]"
1670199	"[""N03AB05""]"
1672917	"[""N01BB01"", ""N01BB51""]"
211316	"[""N01BA05""]"
616401	"[""R01BA03"", ""R05CA03""]"
311991	"[""J01XE01""]"
198627	"[""B03AA03""]"
199010	"[""A12CC05""]"
1999187	"[""C02DD01""]"
205821	"[""L01XA01""]"
207209	"[""J01MA01""]"
199364	"[""B03BA01""]"
313328	"[""A11DA01""]"
314259	"[""N01AF03""]"
351330	"[""D10AF01""]"
404167	"[""A07BC04""]"
807347	"[""J01MA13""]"
803353	"[""A08AA01""]"
827671	"[""D02AX"", ""D10AX02""]"
828365	"[""C05AD07""]"
830648	"[""D10AD03""]"
830883	"[""C08DB01""]"
831870	"[""J05AE10""]"
835564	"[""N06AA02""]"
845479	"[""N03AX11""]"
312287	"[""N02AD01"", ""N02BA01""]"
352218	"[""J02AC03""]"
314268	"[""D05AX05""]"
854142	"[""N02AX06""]"
854908	"[""C07BB07""]"
855191	"[""G04BD07""]"
856483	"[""C07AA05""]"
857155	"[""N02BE01"", ""R05DA03""]"
857732	"[""R01BA02"", ""R05CA03"", ""R05DA03"", ""R06AB04""]"
208061	"[""N02BA06""]"
208232	"[""R03DA04""]"
208482	"[""D10AE01""]"
208940	"[""A12BA01""]"
210046	"[""A02AD01"", ""A03AX13""]"
2106373	"[""V03AF04""]"
210632	"[""P03AC01""]"
2118449	"[""J01XA01""]"
2119481	"[""R06AE07""]"
211965	"[""B03BA01""]"
2122369	"[""R05DA09""]"
213043	"[""D02AE01""]"
213163	"[""R05CA03""]"
213319	"[""C10AA01""]"
213621	"[""S01AA30""]"
2168540	"[""N07XX08""]"
226922	"[""G04BE01""]"
211334	"[""N02BA01"", ""N06BC01""]"
237166	"[""C01AA05""]"
1091331	"[""R05CA03"", ""R05DA09""]"
1093289	"[""D02AE01""]"
1094744	"[""D10AE01""]"
1098134	"[""C10AD02""]"
1098610	"[""N03AX09""]"
1099577	"[""R01BA02"", ""R06AX07"", ""R01BA52""]"
1101448	"[""R06AA09""]"
312282	"[""A06AD14"", ""C01DA05""]"
1087607	"[""N02BE01""]"
198284	"[""C07AA06""]"
1999991	"[""A02AA02"", ""A06AD02"", ""A12CC10"", ""A02AA04""]"
207677	"[""R01BA01""]"
205878	"[""A01AD01"", ""B02BC09"", ""C01CA24"", ""R03AA01""]"
999657	"[""V03AN01"", ""V03AN03""]"
313742	"[""P03AX06""]"
313950	"[""A11HA30""]"
314132	"[""C08CA05""]"
315145	"[""G03AC01"", ""G03DC02""]"
317160	"[""L01AX03""]"
349197	"[""N03AE01""]"
349407	"[""B01AC21""]"
351583	"[""C02AA04""]"
352047	"[""B03XA02""]"
393245	"[""C01AA05""]"
403914	"[""A03BB03""]"
808502	"[""D02AA""]"
809819	"[""V03AB54""]"
831302	"[""C05AE03"", ""C08DB01""]"
831323	"[""C08DB01""]"
834198	"[""D08AC02""]"
206589	"[""L01XX10""]"
207073	"[""D05AD02"", ""D05BA02""]"
351958	"[""D10AE01"", ""D10AF01""]"
404062	"[""D10BA01""]"
847360	"[""J01DD16""]"
848330	"[""G03CA03""]"
856698	"[""M03CA01""]"
857538	"[""N02BE01"", ""R05DA03""]"
858664	"[""R02AD01""]"
854236	"[""B01AB05""]"
855346	"[""B01AA03""]"
858140	"[""A07EA07""]"
208118	"[""D01AC09""]"
208181	"[""R03DA04""]"
208314	"[""P02CA02""]"
208325	"[""V03AB09""]"
208579	"[""N05AA05""]"
208953	"[""A12BA01""]"
2104345	"[""D08AJ08""]"
2117876	"[""M03AX01""]"
213082	"[""D10AF51""]"
213332	"[""L03AB05""]"
2172190	"[""R05CA03"", ""R05DA09""]"
2174513	"[""R01BA01"", ""R05DA09"", ""R06AB01""]"
1093085	"[""N02BE01"", ""R06AA02""]"
1093113	"[""R06AA02""]"
1093222	"[""D04AA32""]"
1098672	"[""N06AX06""]"
1099916	"[""N06BX06""]"
1101620	"[""J01EB03""]"
1101785	"[""D01AE18""]"
1101867	"[""D11AX12""]"
1114060	"[""N05AA04""]"
1114202	"[""B01AF01""]"
1119551	"[""C05CA03""]"
1145605	"[""R01BA01"", ""R06AB04""]"
1146715	"[""D01AE12""]"
1191026	"[""S01HA04""]"
1193345	"[""L01EJ01""]"
1233282	"[""D08AJ01""]"
430249	"[""B03AA07""]"
476351	"[""C10BA02""]"
485496	"[""N05AX12""]"
486510	"[""V03AF08""]"
544597	"[""R05CA02""]"
577181	"[""A06AC01""]"
583239	"[""N06AA10""]"
604597	"[""D02AE01""]"
858819	"[""C09AA02""]"
860256	"[""R05CA03"", ""R05DA03""]"
1000056	"[""N06AA12""]"
1000858	"[""D10AB02"", ""D10AF06""]"
1010044	"[""G03BA03""]"
1020119	"[""D08AX05""]"
102376	"[""C10AX01""]"
1039073	"[""R02AD01""]"
1040012	"[""J01DI02""]"
1046263	"[""S01GA01""]"
1046301	"[""S01AA11"", ""S03AA06""]"
1053323	"[""D10AB02""]"
1053330	"[""D10AB02""]"
1053749	"[""A01AA04""]"
1085758	"[""C05AA12"", ""D07AB09"", ""D07XB02""]"
1086030	"[""A01AC01"", ""C05AA12"", ""H02AB08"", ""R03BA06""]"
238920	"[""D07AC01""]"
239204	"[""J01GB03""]"
259752	"[""A03AX10""]"
261167	"[""D01AC01""]"
282460	"[""N05CA06""]"
282836	"[""A11JC""]"
283485	"[""N06AX11""]"
284051	"[""A02AC01"", ""A12AA04""]"
1654630	"[""L03AX13""]"
1666837	"[""N02AB03""]"
1667915	"[""C01CA02""]"
1670192	"[""B02BA01""]"
1718990	"[""A06AD65""]"
1733890	"[""N01BB02""]"
1737453	"[""M05BA03""]"
2176259	"[""N02BA51""]"
1099569	"[""N03AG01""]"
1235133	"[""D04AB01""]"
1044258	"[""S01GA01""]"
261317	"[""L02BG06""]"
1673073	"[""A12CC04""]"
1731991	"[""N02AA01""]"
485423	"[""G04BD10""]"
308048	"[""N05BA12""]"
1190694	"[""A03BA01""]"
1191686	"[""H02AB06""]"
1232711	"[""S01GA02""]"
1233607	"[""A12AX""]"
411877	"[""A12CC10""]"
419849	"[""J01DD08""]"
476362	"[""A07EC02""]"
543816	"[""N01BA05""]"
562366	"[""N01AB07""]"
562790	"[""N06AB05""]"
597974	"[""C10BX03""]"
605320	"[""A07FA02""]"
616159	"[""V03AC03""]"
1000686	"[""S01AB04""]"
1000876	"[""S01EB01""]"
1001593	"[""B02BC06""]"
1046654	"[""S01GA51""]"
1048411	"[""A03BA03""]"
1049653	"[""N02AJ17""]"
1050076	"[""R06AA02""]"
244128	"[""C05BB03""]"
261135	"[""N06AX11""]"
261380	"[""D04AB04""]"
307682	"[""N02BE01""]"
1721558	"[""D01AE15"", ""D01BA02"", ""D07AC13"", ""R03BA07""]"
1731101	"[""N02BE01""]"
1735062	"[""N01AH01"", ""N02AB03""]"
259966	"[""H02AB04""]"
209703	"[""A06AC01""]"
2123151	"[""G03AD01""]"
1099871	"[""N03AG01""]"
1150969	"[""D08AE04""]"
1232397	"[""J01CE08"", ""J01CE09""]"
541953	"[""J01AA02""]"
860535	"[""C07AG02""]"
1000649	"[""S01EB01""]"
1001025	"[""S01EB01""]"
1046779	"[""N02BE01""]"
239998	"[""B03XA01""]"
260481	"[""A11HA03""]"
261134	"[""L04AD02""]"
1657660	"[""L01FE01""]"
1657664	"[""L01FE01""]"
1657749	"[""L01FF02""]"
1666385	"[""N07BC51""]"
1012963	"[""R01BA03"", ""R06AA08""]"
1115012	"[""N02BF01""]"
309593	"[""B03BA01""]"
312481	"[""C02LE01""]"
309150	"[""A07BA01""]"
198482	"[""A07BC04""]"
198710	"[""A11HA07"", ""C04AC03""]"
199246	"[""A10BB12""]"
201569	"[""R06AX09""]"
205830	"[""A10BB07""]"
995224	"[""N05BB01""]"
997625	"[""N01AB08""]"
998607	"[""R05DA09""]"
317136	"[""N06AA10""]"
388052	"[""S01AD09""]"
402091	"[""L01EB01""]"
352183	"[""D02AE01""]"
801925	"[""V07AB""]"
804374	"[""S01XA20""]"
807834	"[""N03AX14""]"
1995461	"[""N06BA04""]"
808085	"[""B03AE10""]"
831877	"[""A01AA01""]"
834095	"[""J01CE02""]"
850091	"[""N03AX09""]"
855330	"[""B01AA03""]"
856621	"[""N05AB04""]"
1093160	"[""D11AX11""]"
1094160	"[""G04BX06""]"
1095588	"[""A06AC01""]"
1095712	"[""J05AG01""]"
1099503	"[""S01BA14""]"
1099684	"[""R06AX07""]"
1099896	"[""M02AC""]"
1150286	"[""A06AC01""]"
1150812	"[""D08AE05""]"
1191032	"[""S01HA04""]"
1235150	"[""C09DA09""]"
1235591	"[""J05AJ01""]"
207478	"[""N03AA03""]"
208063	"[""N02BA06""]"
210299	"[""A03AX13""]"
210519	"[""D01AE11""]"
210574	"[""B03AA02""]"
210814	"[""R05FB02""]"
211337	"[""N02BA01"", ""N06BC01""]"
211961	"[""M01AE03""]"
2122273	"[""J07BD01""]"
213622	"[""S01AA18"", ""S01AA32""]"
403941	"[""R01BA03"", ""R05CA03"", ""R06AC01""]"
427163	"[""P01AX11""]"
483425	"[""C10AB05""]"
486499	"[""A02BC05""]"
543460	"[""D02AX""]"
857395	"[""N04AA02""]"
858320	"[""D02AA""]"
858941	"[""R05CA09"", ""R05DA03""]"
860109	"[""S01BC05""]"
1012084	"[""S01AB04"", ""S01BA04""]"
1038965	"[""D08AE05""]"
1045424	"[""D08AJ08""]"
1049111	"[""D08AJ08""]"
1085728	"[""A01AC01""]"
