rxcui,drug_name,tty,current_final,production,bucket,qa_prior,qa_cat
727822,5 ML sodium chloride 9 MG/ML Prefilled Syringe,SCD,B05XA03,B05BB01|B05CB01,A4-combo-single,CHANGE_CORRECT,
861381,micafungin 50 MG Injection [Mycamine],SBD,J02AX05,J01DH05|J02AX05,A3-single-single,,
876863,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / ferrous sulfate 50 MG/ML / niacin 8 MG/ML / riboflavin 0.6 MG/ML / thiamine 0.5 MG/ML / vitamin A 0.45 MG/ML / vitamin B6 0.4 MG/ML / vitamin E 2.25 MG/ML Oral Solution,SCD,A11DA01|A11HA03|A11GA01|A11CC05|A11CA01|A11HA04|B03AA07|C04AC01|C10AD02,A11CA01|A11DA01|A11GA01|A11HA03|A11HA04,A2-combo-multi,,
205868,epinephrine 20 MG/ML Ophthalmic Solution [Glaucon],SBD,S01EA01,C01CA24|S01EA01,A4-combo-single,,
992770,miconazole nitrate 200 MG Vaginal Insert [Monistat],SBD,G01AF04,A01AB09|D01AC02|G01AF04,A3-single-single,,
992797,dehydrocholic acid 250 MG / homatropine hydrobromide 2.5 MG / phenobarbital 8 MG Oral Tablet,SCD,A03BB06|N03AA02,N03AA02|S01FA05,A2-combo-multi,,
993257,benzenesulfonic acid 5 MG/ML / hydrogen peroxide 5 MG/ML / lactic acid 17 MG/ML Topical Solution [Monarch Sentinel],SBD,D08AX01|D11AX25,A01AB02|D08AX01|G01AD01,A2-combo-multi,,
310933,hypromellose 3 MG/ML Ophthalmic Solution,SCD,S01KA02,S01KA02|S01XA20,A4-combo-single,,
1089194,phenylephrine hydrochloride 1.2 MG/ML / polyvinyl alcohol 0.014 ML/ML Ophthalmic Solution,SCD,S01GA05,R01AA04|S01FB01|S01XA20,A4-combo-single,,
1090623,guaifenesin 400 MG / pseudoephedrine hydrochloride 40 MG Oral Tablet,SCD,R05CA03,R01BA02|R05CA03,A4-combo-single,,
204525,"diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension",SCD,J07AM51,J07AF01|J07AM01|J07AM51|J07CA02,A4-combo-single,,
668658,prednisolone 10 MG Disintegrating Oral Tablet [Orapred],SBD,H02AB06,A07EA01|H02AB06|S01BA04|S03BA02,A3-single-single,,
805661,armodafinil 250 MG Oral Tablet [Nuvigil],SBD,N06BA13,N06BA07|N06BA13,A3-single-single,,
966548,200 ACTUAT beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler,SCD,R03BA01,D07AC15|R01AD01,A4-combo-single,,
979118,aspirin 81 MG Oral Tablet [Bufferin],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
310467,gentamicin 3 MG/ML Ophthalmic Solution,SCD,S01AA11,D06AX07|S03AA06,A4-combo-single,,
312509,potassium chloride 13 MEQ Delayed Release Oral Tablet,SCD,A12BA01,A12BA01|B05XA01,A3-single-single,,
1088546,acetaminophen 32 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,SCD,N02BE01|R01BA03,N02BE01,A2-combo-multi,,
204638,salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo,SCD,D11AC,D10AB02,A4-combo-single,,
206522,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Suspension [Cortomycin],SBD,S02AA07|S02AA11|S02BA01|S03AA01|S03AA03,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,A2-combo-multi,,
1996206,cholecalciferol 0.094 MG / folic acid 1 MG Oral Tablet,SCD,B03BB01,A11CC05|B03BB01,A4-combo-single,,
313550,undecylenic acid 30 MG/ML / zinc undecylenate 200 MG/ML Topical Cream,SCD,D01AE04,D01AE04|D01AE20,A4-combo-single,,
315004,benzocaine 0.325 MG/MG / licorice 0.812 MG/MG / menthol 0.000325 MG/MG Oral Lozenge,SCD,R02AD01,C05AD03|D04AB04|R02AD01,A4-combo-single,,
882550,clindamycin phosphate 0.012 MG/MG / tretinoin 0.00025 MG/MG Topical Gel [Ziana],SBD,D10AD01,D10AD01|D10AF01|J01FF01|L01XX14,A4-combo-single,,
904255,potassium chloride 0.4 MEQ / sodium chloride 7.69 MEQ Oral Tablet,SCD,A12CX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
701858,dapsone 0.05 MG/MG Topical Gel [Aczone],SBD,D10AX05,J04BA02,A4-combo-single,,
731577,penicillin G benzathine 300000 UNT/ML Injectable Suspension [Bicillin L-A],SBD,J01CE01|J01CE08,J01CE08,A2-combo-multi,,
763116,acetaminophen 260 MG / aspirin 520 MG / caffeine 32.5 MG Oral Powder,SCD,N02BE01,N02BE01|N06BC01,A4-combo-single,,
866214,lanolin 0.18 MG/MG / petrolatum 0.48 MG/MG / zinc oxide 0.1 MG/MG Topical Ointment [Dr. Smith's Rash-n-All],SBD,D02AC,C05AX04,A4-combo-single,,
308668,benzocaine 6 MG / menthol 10 MG Oral Lozenge,SCD,R02AD01,C05AD03|D04AB04|R02AD01,A4-combo-single,,
308909,calcium carbonate 100 MG/ML / simethicone 4 MG/ML Oral Suspension,SCD,A02AC01|A12AA04,A03AX13|A12AA04,A2-combo-multi,,
309696,dexamethasone phosphate 10 MG/ML Injectable Solution,SCD,H02AB02,H02AB02|S01BA01,A4-combo-single,,
312288,acetaminophen 650 MG / pentazocine 25 MG Oral Tablet,SCD,N02AJ,N02AD01|N02BE01,A4-combo-single,,
198384,isoniazid 50 MG / pyrazinamide 300 MG / rifampin 120 MG Oral Tablet,SCD,J04AM05,J04AB02|J04AC01|J04AK01,A4-combo-single,,
387090,aspirin 325 MG Delayed Release Oral Tablet [Bayer Aspirin],SBD,N02BA01,B01AC06|N02BA01|N02BA51,A3-single-single,,
753457,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment [Neosporin Ointment],SBD,D06AX04,A07AA01|D06AX04|S01AA03,A4-combo-single,UNSURE,missing-combo-L5
308894,calcium carbonate 200 MG/ML / simethicone 6 MG/ML Oral Solution,SCD,A02AC01|A12AA04,A03AX13|A12AA04,A2-combo-multi,,
310688,hydrocortisone 0.01 MG/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,SCD,S01AA03|S01AA18|S01BA02|S01CB03|S03AA01|S03AA03,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,A2-combo-multi,,
202098,ibuprofen 800 MG Oral Tablet [Motrin],SBD,C01EB16|G02CC01|M01AE01|R02AX02,M01AE01,A1-single-multi,,
309259,chlortetracycline 250 MG Oral Capsule,SCD,A01AB21|J01AA03,A01AB21|D06AA02|J01AA03|S01AA02,A1-single-multi,,
629697,24 HR minocycline 45 MG Extended Release Oral Tablet,SCD,J01AA08,A01AB23|J01AA08,A3-single-single,,
631803,dimethicone 10 MG/ML / petrolatum 300 MG/ML Topical Cream,SCD,D02AA,P03AX05,A4-combo-single,,
647328,guaifenesin 40 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,SCD,R01BA03|R05CA03,R05CA03,A2-combo-multi,,
644148,sodium chloride 26.5 MG/ML Nasal Spray,SCD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
749787,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lo/Ovral 28 Day],BPCK,G03CA01|L02AA03,G03CA01,A2-combo-multi,,
695932,magnesium hydroxide 700 MG / omeprazole 40 MG / sodium bicarbonate 600 MG Chewable Tablet [Zegerid with Magnesium Hydroxide],SBD,A02AA04|A02BC01|B05CB04|G04BX01,A02BC01,A2-combo-multi,,
701128,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML Rectal Cream [Lodocortisone],SBD,A07EA02|C05AA01|D07AA02|D07XA01|G01AC01,G01AC01,A2-combo-multi,,
308914,calcium carbonate 600 MG Chewable Tablet,SCD,A02AC01,A12AA04,A3-single-single,UNSURE,other
2001430,efavirenz 400 MG / lamivudine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Symfi],SBD,J05AR11,J05AF05|J05AF07|J05AG03,A4-combo-single,,
201896,ketoconazole 200 MG Oral Tablet [Nizoral],SBD,H02CA03|H02CA04|J02AB02,J02AB02,A1-single-multi,,
371774,glucose / sodium chloride Injectable Solution,SCDF,B05BB01,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,A4-combo-single,,
800420,alanine 8.8 MG/ML / arginine 4.89 MG/ML / glucose 50 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13 MG/ML / threonine 1.79 MG/ML / tryptophan 0.77 MG/ML / tyrosine 0.17 MG/ML / valine 2.47 MG/ML Injectable Solution [Clinimix 4.25/5],SBD,B05BA01,B05CX03|B05XB03|N06AX02|V03AB26,A4-combo-single,,
831117,diltiazem hydrochloride 120 MG Extended Release Oral Tablet,SCD,C05AE03|C08DB01,C08DB01,A1-single-multi,,
896821,opium 20 MG/ML Injectable Solution,SCD,A07DA02|N02AA02,A07DA02,A2-combo-multi,,
998538,miconazole nitrate 20 MG/ML Topical Spray [Micatin],SBD,D01AC02,A01AB09|D01AC02|G01AF04,A4-combo-single,,
645649,tretinoin 0.0001 MG/MG Topical Gel [Tretin X],SBD,D10AD01,D10AD01|L01XX14,A4-combo-single,,
751876,{21 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) } Pack,GPCK,G03AC01|G03CA01|G03DC02|L02AA03,G03AA05,A2-combo-multi,,
1988772,brigatinib 180 MG Oral Tablet [Alunbrig],SBD,L01ED04,L01XE43,A3-single-single,,
978579,carteolol hydrochloride 2.5 MG Oral Tablet [Cartrol],SBD,C07AA15,S01ED05,A3-single-single,,
309368,clotrimazole 10 MG/ML Vaginal Cream,SCD,G01AF02,D01AC01,A4-combo-single,,
311447,1000 ML mannitol 100 MG/ML Injection,SCD,B05BC01,A06AD16,A4-combo-single,,
198335,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,SCD,J01EE01,J01EA01|J01EC01,A4-combo-single,,
198380,tioconazole 0.065 MG/MG Vaginal Ointment,SCD,G01AF08,D01AC07|G01AF08,A4-combo-single,,
1995466,neomycin sulfate 200 MG/ML Oral Solution,SCD,A07AA01|J01GB05,A07AA01|D06AX04|S01AA03,A2-combo-multi,,
206199,prednisone 1 MG/ML Oral Solution [Liquid Pred],SBD,A07EA03|H02AB07,H02AB07,A2-combo-multi,CHANGE_WRONG,route-pollution
206789,aspirin 975 MG Delayed Release Oral Tablet [Easprin],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
997512,12 HR fexofenadine hydrochloride 60 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Allegra-D],SBD,R01BA02,R01BA02|R06AX26,A4-combo-single,,
348987,nitrogen 99.9 % Gas for Inhalation,SCD,V03AN04,R07AX01|V03AN04,A3-single-single,,
800662,"glucose 50 MG/ML / potassium chloride 0.0149 MEQ/ML / potassium lactate 0.02 MEQ/ML / sodium chloride 0.025 MEQ/ML / sodium phosphate, monobasic 2.07 MG/ML Injectable Solution",SCD,A12BA01|A12CA01|B05CB01|B05CX01|B05XA01|B05XA03|B05XA15|V04CA02|V06DC01,B05XA15,A2-combo-multi,,
898715,pregabalin 20 MG/ML Oral Solution,SCD,N02BF02,N02BF02|N03AX16,A4-combo-single,,
809346,benzoic acid 0.06 MG/MG / salicylic acid 0.12 MG/MG Topical Ointment,SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
311957,niacin 3.3 MG / niacinamide 3.3 MG / phenobarbital 160 MG Oral Tablet,SCD,A11HA01|C04AC01|C10AD02|N03AA02,A11HA01|N03AA02,A2-combo-multi,,
198315,hydrochlorothiazide 50 MG / triamterene 50 MG Oral Tablet,SCD,C03EA01,C03AA03|C03DB02,A4-combo-single,,
1986365,salicylic acid 280 MG/ML Topical Solution [Xalix],SBD,D11AF,D01AE12|N02BA04,A4-combo-single,,
205534,desonide 0.5 MG/ML Topical Lotion [Desowen],SBD,D07AB08,D07AB08|S01BA11,A4-combo-single,,
995095,chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,R05DA04,R05DA04|R06AB04,A4-combo-single,,
828600,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule [Propoxyphene Compound 65],SBD,A01AD05|B01AC06|N02AC04|N02BA01|N06BC01,N02AC04|N06BC01,A2-combo-multi,,
834164,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Chlorostat 4],SBD,D08AC02|D09AA12,A01AB03|D08AC02|R02AA05,A2-combo-multi,,
834175,chlorhexidine gluconate 5 MG/ML Medicated Pad [Hibistat],SBD,D08AC02|D09AA12,A01AB03|D08AC02|R02AA05,A2-combo-multi,,
849546,hydrocortisone Topical Lotion [Balneol Cleanser],SBDF,D07AA02|D07AB02|D07AB11,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A1-single-multi,,
210117,calcium carbonate 500 MG Chewable Tablet [Tums],SBD,A02AC01,A12AA04,A3-single-single,,
210390,nystatin 500000 UNT Oral Capsule [Bio-Statin],SBD,A07AA02,A01AB11|A07AA02|D01AA01,A3-single-single,,
2105785,neomycin 0.025 MG/MG / nystatin 100 UNT/MG / thiostrepton 2.5 UNT/MG / triamcinolone 0.001 MG/MG Topical Ointment [Dermalone],SBD,D01AA01|D06AX04|D07AB09|D07XB02,A01AB11|A01AC01|A07AA01|A07AA02|D01AA01|D06AX04|H02AB08|R01AD11|S01AA03,A2-combo-multi,,
211333,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiorinal],SBD,A01AD05|B01AC06|N02BA01|N06BC01,N06BC01,A2-combo-multi,,
2119805,lidocaine 0.02 MG/MG / menthol 0.03 MG/MG Topical Gel,SCD,C05AD01|D04AB01,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
213495,benzocaine 6 MG Oral Lozenge [Chloraseptic],SBD,R02AD01,C05AD03|D04AB04|R02AD01,A3-single-single,,
2183684,chlorpheniramine tannate 1.6 MG/ML / phenylephrine tannate 2 MG/ML Extended Release Suspension,SCD,R01BA53,R06AB04,A4-combo-single,CHANGE_WRONG,incomplete-combo-coverage
1095682,capsaicin 0.35 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream,SCD,M02AC,N01BX04,A4-combo-single,,
1099897,{24 (ethinyl estradiol 0.025 MG / norethindrone 0.8 MG Chewable Tablet) / 4 (ferrous fumarate 75 MG Chewable Tablet) } Pack [Generess Fe 28],BPCK,B03AA02|G03AC01|G03CA01|G03DC02|L02AA03,B03AA02|G03CA01|G03DC02,A2-combo-multi,,
1101849,phenol 14 MG/ML Mucosal Spray [Chloraseptic Spray],SBD,N01BX03,D08AE03,A4-combo-single,,
204466,50 ML penicillin G potassium 40000 UNT/ML Injection,SCD,J01CE01,J01CE08|J01CE09,A4-combo-single,,
857608,brompheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,SCD,R01BA03|R05DA03|R06AB01,R05DA03|R06AB01,A2-combo-multi,,
213125,scopolamine 0.4 MG Oral Tablet [Scopace],SBD,A04AD01|N05CM05,A03BB01|A04AD01|N05CM05,A1-single-multi,,
1149388,sodium fluoride 27.2 MG/ML Oral Foam [Fluoridex],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
1189206,Hydrocortisone 10 MG/ML Topical Cream [Neosporin Eczema],SBD,D07AA02|D07AB02|D07AB11,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
485348,hydrocortisone 10 MG/ML / neomycin 5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Solution,SCD,S01AA03|S01AA18|S01BA02|S01CB03|S03AA01|S03AA03,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,A2-combo-multi,,
584503,antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [Auroguard],SBD,S02DA03,C05AD03|D04AB04|R02AD01,A4-combo-single,,
603589,carbetapentane tannate 6 MG/ML / chlorpheniramine tannate 0.8 MG/ML / phenylephrine tannate 2.5 MG/ML Extended Release Suspension,SCD,R01BA03|R05DB05|R06AB04,R05DB05|R06AB04,A2-combo-multi,,
1000137,medroxyprogesterone acetate 2.5 MG Oral Tablet [Cycrin],SBD,G03AC06|G03DA02|L02AB02,L02AB02,A1-single-multi,,
1000373,medroxyprogesterone acetate 100 MG/ML Injectable Suspension,SCD,G03AC06|G03DA02|L02AB02,G03DA02|L02AB02,A2-combo-multi,,
1000405,norethindrone acetate 5 MG Oral Tablet,SCD,G03AC01,G03DC02,A3-single-single,,
1001082,epinephrine 10 MG/ML / pilocarpine hydrochloride 20 MG/ML Ophthalmic Solution,SCD,S01EA01|S01EB01,C01CA24|N07AX01|S01EA01|S01EB01,A2-combo-multi,,
1006547,ivermectin 0.272 MG Chewable Tablet [Heartgard],SBD,P02CF01,D11AX22|P02CF01,A3-single-single,,
1012025,prednisolone sodium phosphate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Vasocidin],SBD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1012354,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream [Lidazone],SBD,A07EA02|C05AA01|C05AD01|D07AA02|D07XA01,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,A2-combo-multi,,
1014573,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Aller-Tec D],SBD,R01BA02,R01BA02|R06AE07,A4-combo-single,,
1041807,ethanol 0.63 ML/ML Topical Solution,SCD,D08AX08,D08AX08|V03AB16|V03AZ01,A4-combo-single,,
1046307,gentamicin 3 MG/ML Ophthalmic Solution [Garamycin],SBD,S01AA11|S03AA06,D06AX07|S03AA06,A2-combo-multi,,
1046605,triclosan 0.002 MG/MG Medicated Bar Soap,SCD,D08AE04|D09AA06,D08AE04,A2-combo-multi,,
1049178,benzethonium chloride 12.5 MG/ML Topical Foam [WhiskCare 357],SBD,D08AJ08,D08AJ08|R02AA09,A4-combo-single,,
1053304,salicylic acid 10 MG/ML Topical Solution [Natural Acne Solutions],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1053736,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment [Nyst-Olone],SBD,C05AA12|D01AA01|D07AB09|D07XB02,A01AB11|A01AC01|A07AA02|D01AA01|H02AB08|R01AD11,A2-combo-multi,,
1053705,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment [Myco-Triacet],SBD,C05AA12|D01AA01|D07AB09|D07XB02,A01AB11|A01AC01|A07AA02|D01AA01|H02AB08|R01AD11,A2-combo-multi,,
248328,sodium chloride Nasal Gel,SCDF,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A3-single-single,,
1657016,1.8 ML epinephrine 0.02 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge,SCD,C01CA24|N01BB02,C01CA24|D04AB01|N01BB02|R02AD02|S01EA01,A2-combo-multi,,
607273,ganciclovir 4.5 MG Drug Implant [Vitrasert],SBD,J05AB06|S01AD09,J05AB06,A1-single-multi,,
1012235,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,SCD,C05AA,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,A4-combo-single,,
1013053,lidocaine hydrochloride 20 MG/ML Injectable Solution [Truxacaine],SBD,C01BB01|C05AD01|N01BB02,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
1039685,salicylic acid 5 MG/ML Medicated Liquid Soap [Ambi Even & Clear],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
284275,prednisolone 1 MG/ML Oral Solution [Prelone],SBD,A01AC04|A07EA01|C05AA04|H02AB06|S03BA02,A07EA01|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
307650,abacavir 300 MG / lamivudine 150 MG / zidovudine 300 MG Oral Tablet,SCD,J05AR04,J05AF01|J05AF05|J05AF06,A4-combo-single,,
1658180,Salicylic Acid 15 MG/ML Topical Cream [Proactiv Cleansing],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1012002,prednisolone acetate 0.005 MG/MG / sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment [AK-Cide],SBD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1668250,10 ML calcium gluconate 100 MG/ML Injection,SCD,B05XA19,A12AA03,A4-combo-single,,
1047945,atropine sulfate 0.06 MG / benzoic acid 9 MG / hyoscyamine sulfate 0.06 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed],SBD,A03BA01|A03BA03|G04BX12|J01XX05|V03AB17|V04CG05,A03BA03|G04BX12|J01XX05,A2-combo-multi,,
1010673,lidocaine hydrochloride 20 MG/ML Injectable Solution [Xylocaine],SBD,N01BB02,D04AB01|N01BB02|R02AD02,A4-combo-single,,
199213,salicylic acid 120 MG/ML Topical Solution,SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1994404,salicylic acid 0.005 MG/MG Medicated Patch,SCD,D11AF,D01AE12|N02BA04,A4-combo-single,,
312997,sodium chloride 9 MG/ML Inhalation Solution,SCD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
314088,methscopolamine bromide 2.5 MG Oral Tablet,SCD,A03BB03,A03BB03|S01FA03,A3-single-single,,
352080,doxycycline hyclate 75 MG Delayed Release Oral Capsule [Doryx],SBD,A01AB22|J01AA02,J01AA02,A1-single-multi,,
824590,biotin 0.8 MG / calcium carbonate 488 MG Oral Tablet,SCD,A11JB,A11HA05,A4-combo-single,,
310664,guanethidine 10 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,C02LF01,C03AA03,A4-combo-single,,
801644,alanine 20.7 MG/ML / arginine 11.5 MG/ML / glycine 10.3 MG/ML / histidine 4.8 MG/ML / isoleucine 6 MG/ML / leucine 7.3 MG/ML / lysine 5.8 MG/ML / methionine 4 MG/ML / phenylalanine 5.6 MG/ML / proline 6.8 MG/ML / serine 5 MG/ML / threonine 4.2 MG/ML / tryptophan 1.8 MG/ML / tyrosine 0.4 MG/ML / valine 5.8 MG/ML Injectable Solution,SCD,B05BA01,B05CX03|B05XB03|N06AX02|V03AB26,A4-combo-single,,
208221,benzocaine 0.1 MG/MG Topical Ointment [Anacaine],SBD,D04AB04,C05AD03|D04AB04|R02AD01,A4-combo-single,,
2109606,benzalkonium chloride 0.8 MG/ML / ethanol 0.659 MG/ML Medicated Liquid Soap,SCD,D08AJ01|D08AX08|D09AA11,D08AJ01|D08AJ08|R02AA16,A2-combo-multi,,
211297,aspirin 400 MG / caffeine 32 MG Oral Tablet [P-A-C Analgesic],SBD,A01AD05|B01AC06|N02BA01|N06BC01,N06BC01,A2-combo-multi,CHANGE_WRONG,ingredient-level-overbroad
212841,salicylic acid 5 MG/ML Topical Solution [Propa P.H. Skin Cleanser Normal/Sensitive],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1091626,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Tablet [Matzim],SBD,C05AE03|C08DB01,C08DB01,A1-single-multi,,
1099602,pseudoephedrine hydrochloride 60 MG / triprolidine hydrochloride 2.5 MG Oral Tablet [Histafed],SBD,R01BA02|R06AX07,R01BA02|R01BA52|R06AX07,A2-combo-multi,,
1145348,folic acid 2.2 MG / vitamin B12 1 MG / vitamin B6 25 MG Oral Tablet [Folgard],SBD,A11JA,B03BA01|B03BB01,A4-combo-single,,
1117122,sodium fluoride 0.21 MG/ML Mouthwash [Colgate],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
203970,tetracycline hydrochloride 250 MG Oral Capsule [Achromycin V],SBD,A01AB13|J01AA07|S03AA02,J01AA07,A1-single-multi,,
206225,erythromycin 20 MG/ML Topical Solution [Erythra-Derm],SBD,D10AF02,J01FA01,A4-combo-single,,
207933,diethylstilbestrol 50 MG/ML Injectable Solution [Stilphostrol],SBD,G03CB02,L02AA04,A4-combo-single,,
312973,5 ML sodium bicarbonate 40 MG/ML Injection,SCD,B05XA02,B05CB04|B05XA02,A4-combo-single,,
82112,trazodone hydrochloride,PIN,N06AX05,N06AX|N06AX05,A5-ingredient-skip,,
856797,amitriptyline hydrochloride 25 MG / perphenazine 2 MG Oral Tablet,SCD,N06CA01,N05AB03|N06AA09|N06CA01,A4-combo-single,,
210780,ascorbic acid 500 MG / ferrous sulfate 105 MG Extended Release Oral Tablet [Fero-Grad],SBD,A11GA01|B03AA07,A11GA01,A2-combo-multi,,
1099869,calcium carbonate 1200 MG / cholecalciferol 1000 UNT Chewable Tablet,SCD,A02AC01|A11CC05|A12AA04,A11CC05,A2-combo-multi,,
422998,salicylic acid 60 MG/ML Topical Lotion,SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
859153,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution [Mintuss MS],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1000153,1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe,SCD,L02AB02,G03DA02|L02AB02,A4-combo-single,,
1000976,sulfacetamide sodium 100 MG/ML / sulfur 40 MG/ML Medicated Pad [Sumaxin],SBD,D10AF,D10AB02,A4-combo-single,,
1006683,sulfacetamide sodium 100 MG/ML Topical Cream,SCD,D10AF06,D10AB02,A4-combo-single,,
1012272,epinephrine 0.005 MG/ML / etidocaine hydrochloride 10 MG/ML Injectable Solution [Duranest with epinephrine],SBD,A01AD01|B02BC09|C01CA24|N01BB07|R03AA01,N01BB07,A2-combo-multi,,
1013731,phenylephrine hydrochloride 10 MG / pyrilamine maleate 25 MG Oral Tablet,SCD,R01BA03|R06AC01,R01AA04|S01FB01|S01XA20,A2-combo-multi,,
1046596,naphazoline hydrochloride 0.2 MG/ML / zinc sulfate 2.5 MG/ML Ophthalmic Solution,SCD,S01GA01,A12CB01,A4-combo-single,,
1046704,benzalkonium chloride 0.0013 MG/MG / menthol 0.01 MG/MG / petrolatum 0.97 MG/MG Topical Ointment [Herpetrol],SBD,D08AJ01|D09AA11,D08AJ01|D08AJ08|R02AA16,A2-combo-multi,,
1049176,benzethonium chloride 0.0015 MG/MG / diphenhydramine hydrochloride 0.02 MG/MG / zinc acetate 0.00215 MG/MG Topical Gel [Calagel],SBD,D04AA32|D08AJ08,A16AX05|R02AA09,A2-combo-multi,,
