rxcui,atcprod_l4s,candidate_l5,coverage
978030,,,MISS
795107,,,MISS
310905,,,MISS
763103,J07BF,,COVERED
1997444,,,MISS
656862,,,MISS
994537,M03BC,M03BC01,COVERED
351177,S01KA,,COVERED
756260,A03CB,,COVERED
686389,,,MISS
700387,L04AJ,L04AJ01,COVERED
308806,M09AB,M09AB03,COVERED
669214,D04AB,D04AB04,COVERED
644794,A11JA,,COVERED
701392,A02AC,A02AC01,COVERED
797892,D01AE|D02AF,D01AE12,COVERED
723778,D01AE,D01AE12,COVERED
903312,H03AA,H03AA02,COVERED
310862,,,MISS
310116,C01CA,C01CA24,COVERED
992780,G01AF,G01AF04,COVERED
308589,A03CB,,COVERED
748798,G03AA,,COVERED
318218,,,MISS
205596,,,MISS
311962,,,MISS
2003557,,,MISS
800954,,,MISS
310118,,,MISS
1086720,R01BA,R01BA03,COVERED
2045339,,,MISS
994498,,,MISS
313819,,,MISS
198845,D01AE,D01AE12,COVERED
310971,S01AD,S01AD01,COVERED
198633,,,MISS
349148,D10AF,D10AF02,COVERED
198760,C04AC,C04AC01,COVERED
360349,N01BA,N01BA05,COVERED
848214,,,MISS
373522,A12BA,A12BA01,COVERED
208939,,,MISS
824889,H02AB,H02AB06,COVERED
857461,R06AA,R06AA04,COVERED
213970,,,MISS
856999,N02AJ,,COVERED
2121948,D01AC,D01AC02,COVERED
2099700,H02AB,H02AB02,COVERED
1099606,,,MISS
1101738,,,MISS
857121,N02AJ,,COVERED
1111013,,,MISS
1099310,R01BA,R01BA02,COVERED
1111841,,,MISS
211101,,,MISS
1149629,,,MISS
831430,B05BA,,COVERED
847785,B05BA,,COVERED
1189678,,,MISS
1189776,,,MISS
540914,,,MISS
858788,,,MISS
859376,,,MISS
616805,D08AX,D08AX08,COVERED
476673,N02BF,N02BF01,COVERED
860592,,,MISS
607028,N02BF,N02BF02,COVERED
1189611,B05BA,,COVERED
1012304,,,MISS
213320,S02CA,,COVERED
1012908,,,MISS
1010774,D04AB,D04AB01,COVERED
1000664,S01EB,S01EB01,COVERED
1012594,D04AB,D04AB01,COVERED
1038910,,,MISS
1989506,J05AR,J05AR21,COVERED
1145114,A11JC,,COVERED
1020365,D08AJ,D08AJ01,COVERED
1086000,,,MISS
1085985,H02AB,H02AB08,COVERED
1664658,,,MISS
207843,,,MISS
1037234,J01XX,J01XX05,COVERED
239207,J01GB,J01GB07,COVERED
578355,,,MISS
1053269,D11AF,,COVERED
858782,,,MISS
250511,D01AC,D01AC14,COVERED
245663,D02AB,,COVERED
1012312,,,MISS
1043359,,,MISS
1037338,,,MISS
1049890,,,MISS
1234456,D01AE|D02AF,D01AE12,COVERED
750265,G03AA,,COVERED
1658719,,,MISS
1147993,V06DC,V06DC01,COVERED
282751,,,MISS
284520,,,MISS
2184150,,,MISS
1012233,C05AA,C05AA01,COVERED
205531,,,MISS
315218,,,MISS
1052943,S01GA,S01GA02,COVERED
351543,,,MISS
208955,,,MISS
1657343,J06BD,J06BD01,COVERED
211233,,,MISS
211848,,,MISS
211877,,,MISS
1720616,G03AA,,COVERED
855687,D10AD,D10AD01,COVERED
1098426,,,MISS
2109053,D11AC,,COVERED
213500,A01AB,A01AB02,COVERED
1114842,,,MISS
1094177,,,MISS
1190917,,,MISS
211874,N02BA|C10BX,N02BA01,COVERED
995868,R05FA,,COVERED
198316,C03EA,,COVERED
2001748,,,MISS
313035,,,MISS
311951,C04AC,C04AC01,COVERED
1087463,R05DA,R05DA03,COVERED
1091088,D11AC,,COVERED
208192,,,MISS
853248,,,MISS
998533,D01AC,D01AC02,COVERED
827318,N02BE,N02BE01,COVERED
2170427,,,MISS
1094427,,,MISS
2001750,M02AC,,COVERED
1189645,B05BA,,COVERED
543791,,,MISS
543801,,,MISS
603879,,,MISS
1090992,G03AA|G03FA,G03AA05,COVERED
1116191,R03CA,R03CA02,COVERED
1101350,D02AA,,COVERED
581662,D08AX,D08AX08,COVERED
858905,,,MISS
210037,A02AF,,COVERED
1090975,A11JB,,COVERED
607022,N02BF,N02BF02,COVERED
1013042,,,MISS
242825,,,MISS
1726645,,,MISS
1039628,,,MISS
1005834,D10AF,D10AF06,COVERED
244127,,,MISS
477437,C01EX,,COVERED
1150492,,,MISS
485560,A01AD,,COVERED
859310,,,MISS
249066,H02AB,H02AB06,COVERED
1114096,L01EX,L01EX04,COVERED
1657068,L01FG,L01FG01,COVERED
1048081,,,MISS
210137,D11AF,,COVERED
1052946,,,MISS
1039558,,,MISS
211634,,,MISS
1233687,,,MISS
1191136,D02AB,,COVERED
1012956,R01BA,R01BA02,COVERED
1043205,,,MISS
995958,,,MISS
198578,,,MISS
1000355,G03FA,,COVERED
834133,,,MISS
1046378,R01BA,R01BA03,COVERED
1000479,A06AD|A06AB,A06AB02,COVERED
1101858,,,MISS
1148636,,,MISS
824983,D02AF|D01AE,D01AE12,COVERED
542772,,,MISS
804617,A11JA,,COVERED
1117522,J01XB,J01XB01,COVERED
2117335,R02AD,R02AD01,COVERED
1190542,A03BA,A03BA01,COVERED
849756,A01AD,,COVERED
210031,A02AF,,COVERED
857631,,,MISS
607033,N02BF,N02BF02,COVERED
1000116,,,MISS
1005845,,,MISS
1049400,,,MISS
606433,,,MISS
1011326,,,MISS
238006,G03EA,,COVERED
1235569,S01GA,S01GA02,COVERED
617296,J01CR,,COVERED
209253,G03EA,,COVERED
1006110,D10AF,D10AF06,COVERED
1866223,,,MISS
1235779,,,MISS
1243802,,,MISS
1794902,B05BB,,COVERED
1250170,,,MISS
1867943,N01BB,N01BB02,COVERED
2118732,N02AJ,,COVERED
1797853,R01AC,R01AC01,COVERED
1291085,,,MISS
1291158,,,MISS
1863607,B05BB,,COVERED
847749,J05AR,J05AR10,COVERED
1863975,B05BB,,COVERED
1305281,,,MISS
1358746,,,MISS
1366652,,,MISS
1363794,,,MISS
1367380,,,MISS
1370756,,,MISS
1422076,,,MISS
1294356,R05DA,R05DA04,COVERED
1432125,,,MISS
1438760,,,MISS
1435262,,,MISS
197786,D07AA,D07AA02,COVERED
1483218,,,MISS
197725,M01AE,M01AE09,COVERED
1485182,,,MISS
1430522,R01BA,R01BA02,COVERED
1421168,D02AF|D01AE|J01AA,D01AE12,COVERED
1549390,,,MISS
1608065,,,MISS
1534809,G03AA,G03AA13,COVERED
1536434,A12BA,A12BA01,COVERED
1441553,D02AX,,COVERED
1540241,D10AF,D10AF01,COVERED
1549223,D04AB,D04AB01,COVERED
1797912,,,MISS
1867554,,,MISS
1538130,G03AA,,COVERED
1875613,,,MISS
1547773,S01HA,S01HA03,COVERED
1242508,,,MISS
1797910,R01AD,R01AD01,COVERED
1649002,D02AF,,COVERED
1872886,D04AB,D04AB01,COVERED
1294199,,,MISS
1299669,,,MISS
1294367,,,MISS
1300719,,,MISS
1363776,,,MISS
1811632,B01AC,B01AC06,COVERED
197310,J05AB,J05AB01,COVERED
1249715,R06AA,R06AA02,COVERED
1423292,,,MISS
1426841,,,MISS
198097,,,MISS
1537437,,,MISS
1244233,N01AF,N01AF01,COVERED
1376075,,,MISS
1595453,,,MISS
1489307,D08AX,D08AX08,COVERED
1741538,,,MISS
1242520,,,MISS
1592802,P02CF,P02CF01,COVERED
1244630,,,MISS
1247883,,,MISS
1294559,,,MISS
197532,G01AF,G01AF02,COVERED
141998,,,MISS
1737571,C01BB,C01BB01,COVERED
1944656,G03AA|B03AA,B03AA02,COVERED
1547450,B05BB,,COVERED
1797876,,,MISS
1600991,B01AC,B01AC06,COVERED
1313818,C05AX,C05AX06,COVERED
1292020,,,MISS
1244562,,,MISS
1544968,C05AX,C05AX06,COVERED
1424281,D02AX,,COVERED
1294380,,,MISS
1539752,,,MISS
1435119,,,MISS
1922518,,,MISS
630200,,,MISS
686893,,,MISS
1791403,B05BC,B05BC01,COVERED
1541816,N01BA,N01BA05,COVERED
763531,,,MISS
1547234,A02AH,,COVERED
1297753,C07AB,C07AB05,COVERED
1293943,S02CA,,COVERED
686890,,,MISS
707793,D07AA,D07AA02,COVERED
1369420,R05DB,R05DB10,COVERED
884207,,,MISS
748594,,,MISS
800106,,,MISS
863995,,,MISS
978070,,,MISS
797730,D08AG,D08AG02,COVERED
1986870,,,MISS
891451,V06DC,V06DC01,COVERED
309290,D01AE,D01AE14,COVERED
308649,,,MISS
198412,B05BB,B05BB03,COVERED
310873,,,MISS
643127,H02AB,H02AB06,COVERED
206957,,,MISS
359221,N02BE,N02BE01,COVERED
877425,,,MISS
829546,,,MISS
1090482,R05CA,R05CA03,COVERED
900409,,,MISS
895525,,,MISS
199292,V06DD,,COVERED
798072,N01BA,N01BA05,COVERED
701882,S01XA,,COVERED
617993,J01CR,,COVERED
752814,,,MISS
692479,R01BA,R01BA03,COVERED
800474,B05DB,,COVERED
706548,D11AC,,COVERED
311195,,,MISS
1088707,,,MISS
309575,,,MISS
891793,A11JB,,COVERED
727505,G03GA,G03GA08,COVERED
802748,B03AE,,COVERED
310134,,,MISS
311428,,,MISS
198480,N02BA,N02BA01,COVERED
994239,N02AJ,,COVERED
2043457,,,MISS
308409,N02BA,N02BA01,COVERED
723562,D04AB,D04AB04,COVERED
205915,,,MISS
313030,,,MISS
877516,L01XH,L01XH02,COVERED
753398,,,MISS
863538,,,MISS
999638,G01AC,G01AC30,COVERED
884231,,,MISS
1090915,C01EX,,COVERED
312100,,,MISS
314021,,,MISS
315061,,,MISS
801559,,,MISS
809536,A12AX,,COVERED
702648,D02AX,,COVERED
617316,J01CR,,COVERED
801142,,,MISS
310472,,,MISS
311952,,,MISS
314988,,,MISS
205529,D07AB,D07AB08,COVERED
1090754,D01AC,D01AC02,COVERED
1087030,D04AA,D04AA32,COVERED
199864,D04AB,D04AB04,COVERED
198751,D08AX,,COVERED
209301,,,MISS
211228,,,MISS
214105,,,MISS
200090,D02AA,,COVERED
856441,D02AF,,COVERED
210958,A12CC,A12CC10,COVERED
857118,N02AJ,,COVERED
2117381,D01AE,D01AE12,COVERED
1100578,,,MISS
211891,N02BA,N02BA01,COVERED
1098418,L01EX,L01EX04,COVERED
2103317,,,MISS
213526,,,MISS
1098219,,,MISS
2178281,R06AC,R06AC01,COVERED
484850,,,MISS
857847,,,MISS
1190692,A03BA,A03BA01,COVERED
858138,,,MISS
1000980,,,MISS
1005712,,,MISS
1006554,,,MISS
857076,N02AJ,,COVERED
1114342,A11EX,,COVERED
805375,J07CA,,COVERED
1012249,,,MISS
1042673,,,MISS
1100924,A01AB,,COVERED
615100,B05BB,,COVERED
1010769,D04AB,D04AB01,COVERED
1010878,N01BB,N01BB02,COVERED
1010931,D04AB,D04AB01,COVERED
1011703,S01HA,S01HA07,COVERED
1053177,,,MISS
1049230,,,MISS
2184172,,,MISS
1658178,,,MISS
1190890,,,MISS
857839,,,MISS
1011728,,,MISS
1050077,D04AA,D04AA32,COVERED
260392,,,MISS
1049276,,,MISS
1657026,N01BB,N01BB02,COVERED
998185,,,MISS
313865,,,MISS
359931,,,MISS
1037185,G03AA|G03AB|G03CA|B03AA,G03CA01|B03AA02,COVERED
240209,D07AC,D07AC01,COVERED
831254,,,MISS
1000154,L02AB,L02AB02,COVERED
997643,D10AD,D10AD01,COVERED
2003344,,,MISS
849699,,,MISS
351291,S01XA,S01XA18,COVERED
211879,,,MISS
2173645,,,MISS
2053519,R07AX,R07AX02,COVERED
1092193,,,MISS
1116090,,,MISS
994809,,,MISS
311602,,,MISS
1088465,,,MISS
204807,,,MISS
2196992,D08AC,D08AC02,COVERED
313504,,,MISS
1190614,A03BA,A03BA01,COVERED
349114,,,MISS
849400,,,MISS
849578,,,MISS
857610,,,MISS
857107,N02AJ,,COVERED
860433,,,MISS
995122,R05DA,R05DA04,COVERED
562260,,,MISS
1049376,,,MISS
1658311,,,MISS
1012715,D08AJ,D08AJ01,COVERED
2120199,N02CD,N02CD01,COVERED
2118448,J01XA,J01XA01,COVERED
1234563,R01AA,R01AA04,COVERED
1663747,D10AD,D10AD03,COVERED
562618,,,MISS
1011715,C09XA,C09XA02,COVERED
1041516,D02AA,,COVERED
1013096,,,MISS
1053386,D02AA,,COVERED
1085714,,,MISS
1737723,C01BB,C01BB01,COVERED
1745001,,,MISS
259218,G03AC|G03AD,G03AC03|G03AD01,COVERED
1189657,,,MISS
1039474,D08AX,D08AX08,COVERED
1232298,,,MISS
245199,D01AE,D01AE12,COVERED
1721619,J05AR,J05AR18,COVERED
602395,J05AR,J05AR02,COVERED
1189781,B01AC,B01AC06,COVERED
307683,,,MISS
1014123,D10AF,D10AF06,COVERED
1039279,D07AA,D07AA02,COVERED
238030,N01BA,N01BA02,COVERED
801391,,,MISS
284303,M02AB,M02AB01,COVERED
543014,G04BC,,COVERED
562508,J01CR,,COVERED
831305,,,MISS
2101530,,,MISS
857679,,,MISS
603642,,,MISS
1049081,,,MISS
1792289,,,MISS
860028,,,MISS
199703,N04BC,N04BC06,COVERED
1292836,,,MISS
1291869,,,MISS
1301158,,,MISS
616640,A11JB,,COVERED
1244695,R05CA,R05CA03,COVERED
1251486,,,MISS
1039149,D02AA,,COVERED
1251325,G03AA|G03FA,G03AA05,COVERED
1309978,,,MISS
1366804,,,MISS
1311820,,,MISS
1485099,,,MISS
1251619,A01AB,,COVERED
1489372,,,MISS
1374574,J01GB,J01GB01,COVERED
1598099,,,MISS
1440936,D07AA,D07AA02,COVERED
1305099,A02AH,,COVERED
198039,C01DA,C01DA02,COVERED
1441376,R05DB,R05DB10,COVERED
1608012,,,MISS
1599133,N02BE,N02BE01,COVERED
1923579,,,MISS
1252021,,,MISS
1649008,D04AB,D04AB01,COVERED
1362041,D01AE,D01AE04,COVERED
1860136,A12BA,A12BA01,COVERED
1866401,D04AB,D04AB04,COVERED
1870205,C01CA,C01CA24,COVERED
1291374,,,MISS
1367208,,,MISS
1362054,,,MISS
1370768,,,MISS
1235157,C09DA,,COVERED
1371355,,,MISS
1425431,,,MISS
1424016,,,MISS
1364539,D02AA,,COVERED
1535250,,,MISS
1546204,,,MISS
1795598,,,MISS
1876614,,,MISS
1941599,,,MISS
1245706,,,MISS
1358761,,,MISS
1919088,L01EX,L01EX10,COVERED
1362069,,,MISS
1370097,,,MISS
1251034,D01AE,D01AE04,COVERED
1251787,R06AA,R06AA02,COVERED
1535468,,,MISS
1542835,,,MISS
1542859,,,MISS
1946651,J01DH,J01DH02,COVERED
1595249,,,MISS
1361708,A02AH,,COVERED
151720,G03CA,G03CA03,COVERED
1736057,,,MISS
1294560,,,MISS
1357931,,,MISS
197961,C02LB,,COVERED
1361023,C04AB,C04AB01,COVERED
1362952,,,MISS
1486787,,,MISS
1921228,L01ED,L01ED04,COVERED
1650604,,,MISS
1491506,,,MISS
1424677,,,MISS
1247614,,,MISS
670086,,,MISS
1722376,L01EE,L01EE02,COVERED
902219,,,MISS
1536586,G03AA,G03AA13,COVERED
991326,,,MISS
1250976,D01AE,D01AE04,COVERED
309875,,,MISS
259132,C10AA,,COVERED
309170,,,MISS
749795,B01AC,B01AC06,COVERED
1491511,D03AX,,COVERED
756325,,,MISS
968100,D01AE|D02AF,D01AE12,COVERED
745049,,,MISS
994835,,,MISS
308273,,,MISS
310791,,,MISS
312181,,,MISS
312372,,,MISS
1999989,,,MISS
310119,,,MISS
308624,,,MISS
309227,,,MISS
884223,N02CX,N02CX02,COVERED
891709,A11JB,,COVERED
992766,G01AF,G01AF04,COVERED
834144,,,MISS
762002,G03CA|G03AA|G03AB,G03CA01,COVERED
1989117,C01CA,C01CA24,COVERED
800209,,,MISS
1087037,R01BA,R01BA03,COVERED
724592,R01AX,,COVERED
310636,,,MISS
896868,,,MISS
902220,,,MISS
895893,,,MISS
705170,,,MISS
999640,G01AC,G01AC30,COVERED
979452,,,MISS
308502,,,MISS
2059178,D11AC,,COVERED
1087406,B03AE,,COVERED
992775,G01AF,G01AF04,COVERED
644787,A11JA,,COVERED
204501,C02LA,,COVERED
996778,,,MISS
308709,H02AB,H02AB01,COVERED
756008,C01EX,,COVERED
310477,J01GB,J01GB03,COVERED
312140,D01AC,D01AC11,COVERED
308512,D06AX,D06AX05,COVERED
310863,,,MISS
995038,,,MISS
1992554,,,MISS
995591,,,MISS
207215,,,MISS
998476,,,MISS
995088,R05DA,R05DA04,COVERED
312981,,,MISS
312482,C02LE,,COVERED
896315,,,MISS
644120,,,MISS
885585,,,MISS
895887,,,MISS
308616,,,MISS
311212,,,MISS
990988,,,MISS
198592,,,MISS
1993075,,,MISS
315147,,,MISS
2055289,,,MISS
991456,A11CB,,COVERED
995118,R05DA,R05DA04,COVERED
351383,D01AE,D01AE14,COVERED
745464,,,MISS
1087302,B03AE,,COVERED
1999330,D02AX,,COVERED
1996189,N02AE,N02AE01,COVERED
979446,,,MISS
308268,,,MISS
994277,,,MISS
315208,,,MISS
1090041,,,MISS
2049388,,,MISS
804173,,,MISS
708127,A02AF,,COVERED
744624,C09DB,,COVERED
313254,J01AA,J01AA07,COVERED
2047180,,,MISS
315003,,,MISS
800979,,,MISS
748806,G03AA,,COVERED
995493,,,MISS
891140,S01KA,,COVERED
999618,D11AC|D02AF,,COVERED
208959,,,MISS
211106,,,MISS
207359,J01AA,J01AA08,COVERED
211138,,,MISS
834148,A01AB,A01AB03,COVERED
211611,,,MISS
213562,,,MISS
214042,,,MISS
1098483,,,MISS
856710,,,MISS
1190120,,,MISS
543989,,,MISS
544241,,,MISS
212843,D01AE,D01AE12,COVERED
849452,N02CC,N02CC01,COVERED
579315,,,MISS
602696,,,MISS
1234322,D07XA,D07XA01,COVERED
857756,,,MISS
1006698,,,MISS
483442,N02BF,N02BF02,COVERED
1046954,,,MISS
1046926,,,MISS
616763,D08AX,D08AX08,COVERED
416750,D02AB,,COVERED
1049094,,,MISS
1049293,,,MISS
1085688,,,MISS
1046351,R02AD,R02AD01,COVERED
1085635,,,MISS
1048132,R02AD,R02AD04,COVERED
1043483,,,MISS
1014130,R01AX,,COVERED
307743,,,MISS
308122,,,MISS
308087,,,MISS
260125,H02AB,H02AB06,COVERED
1050665,D11AF,,COVERED
1655179,D08AC,D08AC02,COVERED
858863,,,MISS
1658245,B05XA,B05XA05,COVERED
247990,D11AF,,COVERED
860747,,,MISS
1661076,D08AC,D08AC02,COVERED
1190334,R01BA,R01BA02,COVERED
284515,,,MISS
260688,,,MISS
1010692,N01BB,N01BB02,COVERED
313792,,,MISS
1012081,D08AJ,D08AJ01,COVERED
237703,A11GB,,COVERED
1724486,D04AA,D04AA32,COVERED
830533,,,MISS
199189,M02AB,M02AB01,COVERED
1723868,D08AC,D08AC02,COVERED
260239,D02AX,,COVERED
836344,,,MISS
856806,,,MISS
210058,,,MISS
1094070,,,MISS
211271,,,MISS
1094214,,,MISS
347021,V03AN,V03AN04,COVERED
1190034,,,MISS
998721,,,MISS
404473,S01AE,S01AE07,COVERED
211887,N02BA,N02BA01,COVERED
979477,,,MISS
2044644,,,MISS
857083,N02AJ,,COVERED
205257,,,MISS
346298,D11AF,,COVERED
1101637,G04BX,G04BX12,COVERED
205710,,,MISS
205903,,,MISS
832917,,,MISS
857845,,,MISS
849314,,,MISS
2182355,,,MISS
351380,D01AE,D01AE14,COVERED
1234327,,,MISS
207249,D01AC,D01AC11,COVERED
1005847,,,MISS
1006733,,,MISS
1112715,G03AA,G03AA08,COVERED
1012008,,,MISS
995872,R05FA,,COVERED
830557,J07CA,,COVERED
1000946,D10AF,D10AF06,COVERED
1085742,,,MISS
1085908,,,MISS
1042821,D01AE,D01AE12,COVERED
1048134,R02AD,R02AD04,COVERED
847734,P01BF,P01BF01,COVERED
562648,,,MISS
103161,M01AB,M01AB03,COVERED
1048118,,,MISS
283156,,,MISS
1654662,M02AX,,COVERED
1734942,D02AB,,COVERED
436525,D02AB,,COVERED
1147228,L01EC,L01EC01,COVERED
1010238,D10AF,D10AF06,COVERED
859312,,,MISS
1001012,,,MISS
1049228,D08AJ,D08AJ01,COVERED
1114982,,,MISS
581285,,,MISS
1738541,D07AC,D07AC01,COVERED
583282,,,MISS
1000151,,,MISS
105225,,,MISS
483448,N02BF,N02BF02,COVERED
307749,,,MISS
404081,,,MISS
1006057,D10AF,D10AF06,COVERED
1660001,B02BD,B02BD03,COVERED
860223,,,MISS
359934,,,MISS
198249,,,MISS
856935,,,MISS
1044932,D02AA,,COVERED
1088744,D01AC,D01AC02,COVERED
581736,D04AX,,COVERED
208411,,,MISS
1113390,,,MISS
313246,D04AB,D04AB06,COVERED
212778,,,MISS
1098416,L01EX,L01EX04,COVERED
1049108,,,MISS
307758,,,MISS
307764,,,MISS
1234583,,,MISS
1053146,S01XA,,COVERED
562445,M02AB,M02AB01,COVERED
1012278,,,MISS
1115594,A11JC,,COVERED
858778,N02AJ,N02AJ23,COVERED
1747301,,,MISS
1720617,D07AB|D02AA,D07AB09,COVERED
1862084,,,MISS
1807546,,,MISS
1862150,,,MISS
1808600,,,MISS
1244592,,,MISS
1101332,D02AA,,COVERED
1804836,D08AX,D08AX08,COVERED
1249710,,,MISS
197582,H02AB,H02AB02,COVERED
1874537,G03AA|G03AB|G03CA,G03AA08|G03AB03|G03CA01,COVERED
1360159,,,MISS
1292313,D04AA,D04AA32,COVERED
1293508,N02CA,N02CA02,COVERED
1360949,,,MISS
1314932,D07AA,D07AA02,COVERED
1363507,,,MISS
1360956,D07XA,D07XA01,COVERED
1483194,,,MISS
1244936,A12AX,,COVERED
1422560,D02AF|D01AE|J01AA,D01AE12,COVERED
1428948,D04AB,D04AB01,COVERED
1537024,,,MISS
197784,D07AA|D11AC,D07AA02,COVERED
1303746,C01EX,,COVERED
1537198,,,MISS
1543074,,,MISS
1599173,,,MISS
1437709,D11AX,D11AX21,COVERED
1798358,,,MISS
1944113,,,MISS
1485227,R02AA,R02AA06,COVERED
1244571,,,MISS
1293494,,,MISS
1294253,,,MISS
1298273,,,MISS
1867996,N01BB,N01BB02,COVERED
1302342,,,MISS
1359125,G03FA,,COVERED
1536474,A02AH,,COVERED
1438528,,,MISS
1442970,,,MISS
1548714,,,MISS
1367692,D08AX,D08AX08,COVERED
1742037,,,MISS
1441831,R01BA,R01BA03,COVERED
1605086,G03AA,,COVERED
1870631,J01GB,J01GB03,COVERED
1247402,N02BA,N02BA01,COVERED
1249763,D04AB,D04AB01,COVERED
1599302,M02AC,,COVERED
1294342,D04AB,D04AB07,COVERED
1368300,,,MISS
1433750,,,MISS
1424386,,,MISS
1539267,A11JA,,COVERED
1428828,A11AA,,COVERED
1302676,J01AA,J01AA08,COVERED
1293834,,,MISS
1300155,,,MISS
1601660,J05AR,J05AR15,COVERED
1495160,,,MISS
1655062,D10AF,D10AF06,COVERED
1539435,,,MISS
152571,,,MISS
1243786,B02BD,B02BD30,COVERED
1250234,D08AB,,COVERED
1652849,,,MISS
1542815,,,MISS
1657196,L01FF,L01FF01,COVERED
1549533,,,MISS
1305089,G03AA,,COVERED
1300310,J07AJ,,COVERED
751877,,,MISS
706544,,,MISS
1599652,M02AB,M02AB01,COVERED
876863,,,MISS
205868,,,MISS
702306,H02AB,H02AB06,COVERED
1494206,D02AB,,COVERED
727822,B05XA,B05XA03,COVERED
636767,V06DD,,COVERED
992797,,,MISS
993257,,,MISS
1089194,,,MISS
992770,G01AF,G01AF04,COVERED
204525,,,MISS
724590,R01AX,,COVERED
966548,,,MISS
861381,J02AX,J02AX05,COVERED
310933,S01KA,S01KA02,COVERED
979118,,,MISS
1090623,R05CA,R05CA03,COVERED
1088546,,,MISS
312509,,,MISS
668658,H02AB,H02AB06,COVERED
206522,,,MISS
313550,,,MISS
315004,,,MISS
805661,N06BA,N06BA13,COVERED
731577,,,MISS
310467,S01AA,S01AA11,COVERED
882550,D10AD,D10AD01,COVERED
308909,,,MISS
1996206,B03BB,B03BB01,COVERED
763116,N02BE,N02BE01,COVERED
204638,D11AC,,COVERED
308668,R02AD,R02AD01,COVERED
701858,D10AX,D10AX05,COVERED
753457,,,MISS
308894,,,MISS
309696,H02AB,H02AB02,COVERED
310688,,,MISS
904255,A12CX,,COVERED
202098,,,MISS
387090,N02BA,N02BA01,COVERED
309259,,,MISS
647328,,,MISS
749787,,,MISS
701128,,,MISS
695932,,,MISS
866214,D02AC,,COVERED
312288,N02AJ,,COVERED
629697,J01AA,J01AA08,COVERED
201896,,,MISS
631803,D02AA,,COVERED
831117,,,MISS
896821,,,MISS
308914,A02AC,A02AC01,COVERED
644148,R01AX,,COVERED
198384,J04AM,J04AM05,COVERED
2001430,J05AR,J05AR11,COVERED
645649,,,MISS
998538,,,MISS
978579,,,MISS
751876,,,MISS
206199,,,MISS
371774,B05BB,,COVERED
1995466,,,MISS
1988772,L01ED,L01ED04,COVERED
309368,G01AF,G01AF02,COVERED
800420,B05BA,,COVERED
206789,,,MISS
311447,B05BC,B05BC01,COVERED
198380,G01AF,G01AF08,COVERED
800662,,,MISS
809346,,,MISS
198315,,,MISS
311957,,,MISS
997512,R01BA,R01BA02,COVERED
898715,N02BF,N02BF02,COVERED
348987,V03AN,V03AN04,COVERED
834175,,,MISS
834164,,,MISS
828600,,,MISS
205534,D07AB,D07AB08,COVERED
849546,,,MISS
995095,R05DA,R05DA04,COVERED
1986365,D11AF,,COVERED
198335,J01EE,J01EE01,COVERED
211333,,,MISS
2119805,,,MISS
2105785,,,MISS
213495,,,MISS
1099897,,,MISS
204466,,,MISS
210117,A02AC,A02AC01,COVERED
857608,,,MISS
210390,A07AA,A07AA02,COVERED
1149388,,,MISS
213125,,,MISS
1189206,,,MISS
2183684,R01BA,R01BA03,COVERED
1101849,N01BX,N01BX03,COVERED
485348,,,MISS
584503,,,MISS
1000137,,,MISS
1000373,,,MISS
603589,,,MISS
1001082,,,MISS
1006547,,,MISS
1012025,,,MISS
1012354,,,MISS
1095682,M02AC,,COVERED
1046307,,,MISS
1046605,,,MISS
1049178,,,MISS
1053304,,,MISS
1053736,,,MISS
1053705,,,MISS
1014573,R01BA,R01BA02,COVERED
1041807,D08AX,D08AX08,COVERED
607273,,,MISS
1000405,G03AC,G03AC01,COVERED
1013053,,,MISS
1039685,,,MISS
284275,,,MISS
1657016,N01BB,N01BB02,COVERED
1012002,,,MISS
1658180,,,MISS
1047945,,,MISS
248328,R01AX,,COVERED
1668250,B05XA,B05XA19,COVERED
1012235,C05AA,C05AA01,COVERED
352080,,,MISS
199213,D01AE,D01AE12,COVERED
1010673,N01BB,N01BB02,COVERED
2109606,,,MISS
211297,,,MISS
314088,A03BB,A03BB03,COVERED
1994404,D11AF,,COVERED
312997,R01AX,,COVERED
212841,,,MISS
208221,D04AB,D04AB04,COVERED
1117122,,,MISS
1099602,,,MISS
203970,,,MISS
801644,B05BA,,COVERED
206225,,,MISS
824590,A11JB,,COVERED
207933,,,MISS
1091626,,,MISS
210780,,,MISS
1099869,,,MISS
859153,,,MISS
312973,B05XA,B05XA02,COVERED
310664,C02LF,,COVERED
422998,D01AE,D01AE12,COVERED
1145348,A11JA,,COVERED
1013731,,,MISS
1012272,,,MISS
1046596,,,MISS
1000976,D10AF,D10AF06,COVERED
1006683,D10AF,D10AF06,COVERED
1053859,,,MISS
1049176,,,MISS
1046704,,,MISS
1085987,,,MISS
244399,,,MISS
1000153,L02AB,L02AB02,COVERED
1000682,,,MISS
1658308,,,MISS
1738136,,,MISS
1115980,,,MISS
603646,,,MISS
1739875,D04AB,D04AB01,COVERED
283224,M02AC,,COVERED
860164,,,MISS
1042818,,,MISS
1658091,L01FD,L01FD03,COVERED
1046961,,,MISS
860103,S01BC,S01BC05,COVERED
1116971,M02AC,,COVERED
856797,N06CA,,COVERED
1039339,D08AX,D08AX08,COVERED
1043539,M02AB,M02AB01,COVERED
207290,,,MISS
884202,,,MISS
244642,D02AA,,COVERED
2052609,L04AD,L04AD02,COVERED
2003662,B02BC,B02BC06,COVERED
204919,D02AB,,COVERED
402092,S01XA,S01XA18,COVERED
