rxcui,final_codes,fix_source
2120199,N02CD01,atcprod-confirmed
1234563,R01AA04,atcprod-confirmed
1012715,D08AJ01,atcprod-confirmed
259218,G03AC03|G03AD01,atcprod-confirmed
1663747,D10AD03,atcprod-confirmed
1737723,C01BB01,atcprod-confirmed
602395,J05AR02,atcprod-confirmed
1039474,D08AX08,atcprod-confirmed
245199,D01AE12,atcprod-confirmed
1721619,J05AR18,atcprod-confirmed
1189781,B01AC06,atcprod-confirmed
1014123,D10AF06,atcprod-promote-L4toL5
1039279,D07AA02,atcprod-confirmed
238030,N01BA02,atcprod-confirmed
284303,M02AB01,atcprod-confirmed
199703,N04BC06,atcprod-confirmed
1244695,R05CA03,atcprod-confirmed
1251325,G03AA05,atcprod-confirmed
1374574,J01GB01,atcprod-confirmed
198039,C01DA02,atcprod-confirmed
1440936,D07AA02,atcprod-confirmed
1441376,R05DB10,atcprod-confirmed
1599133,N02BE01,atcprod-confirmed
1649008,D04AB01,atcprod-confirmed
1362041,D01AE04,atcprod-confirmed
1860136,A12BA01,atcprod-confirmed
1866401,D04AB04,atcprod-confirmed
1870205,C01CA24,atcprod-confirmed
1919088,L01EX10,atcprod-confirmed
1251034,D01AE04,atcprod-confirmed
1251787,R06AA02,atcprod-confirmed
1361023,C04AB01,atcprod-confirmed
151720,G03CA03,atcprod-confirmed
1722376,L01EE02,atcprod-confirmed
1921228,L01ED04,atcprod-confirmed
1536586,G03AA13,atcprod-confirmed
1250976,D01AE04,atcprod-confirmed
749795,B01AC06,atcprod-confirmed
968100,D01AE12,atcprod-confirmed
884223,N02CX02,atcprod-confirmed
992766,G01AF04,atcprod-confirmed
1989117,C01CA24,atcprod-confirmed
999640,G01AC30,atcprod-confirmed
992775,G01AF04,atcprod-confirmed
308512,D06AX05,atcprod-confirmed
308709,H02AB01,atcprod-confirmed
310477,J01GB03,atcprod-confirmed
312140,D01AC11,atcprod-confirmed
995088,R05DA04,atcprod-confirmed
1996189,N02AE01,atcprod-confirmed
995118,R05DA04,atcprod-confirmed
351383,D01AE14,atcprod-confirmed
313254,J01AA07,atcprod-confirmed
207359,J01AA08,atcprod-confirmed
834148,A01AB03,atcprod-confirmed
212843,D01AE12,atcprod-confirmed
1234322,D07XA01,atcprod-confirmed
483442,N02BF02,atcprod-confirmed
616763,D08AX08,atcprod-confirmed
1046351,R02AD01,atcprod-confirmed
1048132,R02AD04,atcprod-confirmed
260125,H02AB06,atcprod-confirmed
1655179,D08AC02,atcprod-confirmed
1658245,B05XA05,atcprod-confirmed
1661076,D08AC02,atcprod-confirmed
1190334,R01BA02,atcprod-confirmed
1010692,N01BB02,atcprod-confirmed
1723868,D08AC02,atcprod-confirmed
1724486,D04AA32,atcprod-confirmed
199189,M02AB01,atcprod-promote-L4toL5
347021,V03AN04,atcprod-confirmed
404473,S01AE07,atcprod-confirmed
211887,N02BA01,atcprod-confirmed
1101637,G04BX12,atcprod-confirmed
351380,D01AE14,atcprod-confirmed
207249,D01AC11,atcprod-confirmed
847734,P01BF01,atcprod-confirmed
1000946,D10AF06,atcprod-promote-L4toL5
103161,M01AB03,atcprod-confirmed
1042821,D01AE12,atcprod-confirmed
1048134,R02AD04,atcprod-confirmed
1147228,L01EC01,atcprod-confirmed
1010238,D10AF06,atcprod-promote-L4toL5
1049228,D08AJ01,atcprod-confirmed
1738541,D07AC01,atcprod-confirmed
1660001,B02BD03,atcprod-confirmed
483448,N02BF02,atcprod-confirmed
1006057,D10AF06,atcprod-promote-L4toL5
1088744,D01AC02,atcprod-confirmed
313246,D04AB06,atcprod-confirmed
1098416,L01EX04,atcprod-confirmed
1191,A01AD05|B01AC06|N02BA01,ingredient-level-kept
562445,M02AB01,atcprod-confirmed
858778,N02AJ23,atcprod-confirmed
1720617,D07AB09,atcprod-promote-L4toL5
1804836,D08AX08,atcprod-confirmed
197582,H02AB02,atcprod-confirmed
1292313,D04AA32,atcprod-promote-L4toL5
1314932,D07AA02,atcprod-confirmed
1360956,D07XA01,atcprod-confirmed
1422560,D01AE12,atcprod-confirmed
1428948,D04AB01,atcprod-confirmed
197784,D07AA02,atcprod-confirmed
1437709,D11AX21,atcprod-confirmed
1485227,R02AA06,atcprod-promote-L4toL5
1867996,N01BB02,atcprod-confirmed
1367692,D08AX08,atcprod-confirmed
1870631,J01GB03,atcprod-confirmed
1249763,D04AB01,atcprod-confirmed
1294342,D04AB07,atcprod-confirmed
1302676,J01AA08,atcprod-confirmed
1601660,J05AR15,atcprod-confirmed
1655062,D10AF06,atcprod-confirmed
1657196,L01FF01,atcprod-confirmed
1243786,B02BD30,atcprod-confirmed
1599652,M02AB01,atcprod-promote-L4toL5
702306,H02AB06,atcprod-confirmed
727822,B05XA03,atcprod-confirmed
861381,J02AX05,atcprod-confirmed
992770,G01AF04,atcprod-confirmed
310933,S01KA02,atcprod-confirmed
1090623,R05CA03,atcprod-confirmed
668658,H02AB06,atcprod-confirmed
805661,N06BA13,atcprod-confirmed
310467,S01AA11,atcprod-confirmed
1996206,B03BB01,atcprod-confirmed
882550,D10AD01,atcprod-confirmed
701858,D10AX05,atcprod-confirmed
763116,N02BE01,atcprod-confirmed
308668,R02AD01,atcprod-confirmed
309696,H02AB02,atcprod-confirmed
198384,J04AM05,atcprod-confirmed
387090,N02BA01,atcprod-confirmed
629697,J01AA08,atcprod-confirmed
308914,A02AC01,atcprod-confirmed
2001430,J05AR11,atcprod-confirmed
1988772,L01ED04,atcprod-confirmed
309368,G01AF02,atcprod-confirmed
311447,B05BC01,atcprod-confirmed
198335,J01EE01,atcprod-confirmed
198380,G01AF08,atcprod-confirmed
997512,R01BA02,atcprod-confirmed
348987,V03AN04,atcprod-confirmed
898715,N02BF02,atcprod-confirmed
205534,D07AB08,atcprod-confirmed
995095,R05DA04,atcprod-confirmed
210117,A02AC01,atcprod-confirmed
210390,A07AA02,atcprod-confirmed
1101849,N01BX03,atcprod-confirmed
1000405,G03AC01,atcprod-confirmed
1014573,R01BA02,atcprod-confirmed
1041807,D08AX08,atcprod-confirmed
1012235,C05AA01,atcprod-promote-L4toL5
307650,J05AR04,atcprod-confirmed
1668250,B05XA19,atcprod-confirmed
1010673,N01BB02,atcprod-confirmed
199213,D01AE12,atcprod-confirmed
314088,A03BB03,atcprod-confirmed
208221,D04AB04,atcprod-confirmed
312973,B05XA02,atcprod-confirmed
82112,N06AX05,ingredient-level-kept
422998,D01AE12,atcprod-confirmed
1000153,L02AB02,atcprod-confirmed
1000976,D10AF06,atcprod-promote-L4toL5
1006683,D10AF06,atcprod-confirmed
1658091,L01FD03,atcprod-confirmed
860103,S01BC05,atcprod-confirmed
1739875,D04AB01,atcprod-confirmed
1043539,M02AB01,atcprod-promote-L4toL5
1039339,D08AX08,atcprod-confirmed
311368,J05AR10,atcprod-confirmed
2052609,L04AD02,atcprod-confirmed
402092,S01XA18,atcprod-confirmed
1101845,N01BX03,atcprod-confirmed
404032,D10AF01,atcprod-confirmed
616279,L01EX01,atcprod-confirmed
1000407,G03AC01,atcprod-confirmed
1860241,A12BA01,atcprod-confirmed
1867999,N01BB02,atcprod-confirmed
197572,D07AB08,atcprod-confirmed
1313785,S01XA21,atcprod-confirmed
1364392,D01AE12,atcprod-confirmed
1373130,D04AB01,atcprod-confirmed
1542929,G01AF04,atcprod-confirmed
1591995,D01AE12,atcprod-confirmed
1737758,C01BB01,atcprod-confirmed
1870676,J01GB03,atcprod-confirmed
1873995,L01EF02,atcprod-confirmed
1304971,R02AA06,atcprod-promote-L4toL5
1423967,R06AA04,atcprod-confirmed
1737757,C01BB01,atcprod-confirmed
1876355,D08AJ08,atcprod-confirmed
639888,J05AR03,atcprod-confirmed
731541,J01CE08,atcprod-confirmed
994528,M03BC01,atcprod-confirmed
310767,N05CA16,atcprod-confirmed
311369,J05AR10,atcprod-confirmed
198741,A12CC10,atcprod-confirmed
207850,S01AA12,atcprod-confirmed
2048979,V03AZ01,atcprod-confirmed
996288,N01BA05,atcprod-confirmed
904238,A12BA01,atcprod-confirmed
312398,C05AX06,atcprod-confirmed
643123,H02AB06,atcprod-confirmed
637197,M01AE01,atcprod-confirmed
795716,H02AB02,atcprod-confirmed
979316,R03AB03,atcprod-confirmed
1090641,D07AB09,atcprod-confirmed
1998482,H02AB02,atcprod-confirmed
2050977,D08AX08,atcprod-confirmed
636106,D03BA01,atcprod-promote-L4toL5
708076,N01BA05,atcprod-confirmed
313416,J01GB01,atcprod-confirmed
828585,N02AC04,atcprod-confirmed
2055815,J05AR24,atcprod-confirmed
352083,D05BA02,atcprod-confirmed
848208,D07AC01,atcprod-confirmed
854762,M01AE01,atcprod-confirmed
208416,J01EE01,atcprod-confirmed
210072,D01AE12,atcprod-confirmed
1098616,D04AB01,atcprod-confirmed
1117562,R01BA02,atcprod-confirmed
1190608,A03BA01,atcprod-confirmed
1193349,L01EJ01,atcprod-confirmed
1191683,H02AB06,atcprod-confirmed
477585,R05CA03,atcprod-confirmed
1010077,D04AB01,atcprod-confirmed
1039550,D04AB07,atcprod-confirmed
1052678,B01AC06,atcprod-confirmed
1663735,D08AX08,atcprod-confirmed
1665675,M01AB15,atcprod-confirmed
1000736,D10AF06,atcprod-promote-L4toL5
1010768,N01BB02,atcprod-confirmed
239200,J01BA01,atcprod-confirmed
1723740,R06AA02,atcprod-confirmed
199134,D01AE12,atcprod-confirmed
846101,D01AE12|J01AA02,atcprod-confirmed
1094355,R01BA02,atcprod-confirmed
1190620,A03BA01,atcprod-confirmed
859317,N02AJ23,atcprod-confirmed
1013930,C02AC01,atcprod-confirmed
1046781,R01BA03,atcprod-promote-L4toL5
1085736,D07AB09,atcprod-confirmed
1658264,B05XA05,atcprod-confirmed
1661560,J01GB01,atcprod-confirmed
1738589,H02AB09,atcprod-confirmed
1722245,G03AA05,atcprod-confirmed
1045382,M02AB01,atcprod-confirmed
1052679,R01BA03,atcprod-promote-L4toL5
1085752,H02AB08,atcprod-confirmed
1657751,L01FF02,atcprod-confirmed
310043,R03DA01,atcprod-confirmed
1992043,N01BA05,atcprod-confirmed
1006689,D10AF06,atcprod-confirmed
1747492,D04AB01,atcprod-confirmed
1804185,D04AB07,atcprod-promote-L4toL5
1807571,B05XA03,atcprod-confirmed
1858385,D04AB06,atcprod-confirmed
1867547,A12BA01,atcprod-confirmed
1251284,D04AB07,atcprod-confirmed
1299141,R01AA04,atcprod-confirmed
1369753,R01BA02,atcprod-confirmed
152997,A12BA01,atcprod-confirmed
1603470,D08AJ01,atcprod-confirmed
1797883,R01AC03,atcprod-confirmed
1807630,B05XA03,atcprod-confirmed
1242618,N02BE01,atcprod-confirmed
1356806,R05DA04,atcprod-confirmed
1361205,D04AB01,atcprod-confirmed
1373136,D04AB01,atcprod-confirmed
197639,R03DA01,atcprod-confirmed
197702,J02AX01,atcprod-confirmed
198203,J04AM02,atcprod-confirmed
1488045,D10AD01,atcprod-confirmed
1491722,C05AA01,atcprod-confirmed
1602019,C05AD01,atcprod-confirmed
1425118,L01EE01,atcprod-confirmed
1426579,R05CA03,atcprod-confirmed
1791404,B05BC01,atcprod-confirmed
1796087,D04AB01,atcprod-confirmed
1923484,B05XA02,atcprod-confirmed
1244634,D07AC01,atcprod-confirmed
1293634,D04AB07,atcprod-promote-L4toL5
1484737,A02AC01,atcprod-confirmed
1603361,L01XH03,atcprod-confirmed
1489405,M02AB01,atcprod-confirmed
731535,M01AE01,atcprod-confirmed
727759,N01AH01,atcprod-confirmed
995043,R05DA04,atcprod-confirmed
992792,G01AF04,atcprod-confirmed
308416,B01AC06,atcprod-confirmed
312058,A07AA02,atcprod-confirmed
1087365,G04BX12,atcprod-confirmed
1088126,S01GA02,atcprod-confirmed
314124,B05CA09,atcprod-promote-L4toL5
330396,A02BC02,atcprod-confirmed
358922,M02AB01,atcprod-confirmed
636109,D03BA01,atcprod-promote-L4toL5
672152,L01EH01,atcprod-confirmed
882533,G01AA10,atcprod-confirmed
198296,M01AB03,atcprod-confirmed
998437,D01AC02,atcprod-confirmed
1992300,S01ED01,atcprod-confirmed
1089775,R05CA03,atcprod-confirmed
827346,D07AA02,atcprod-confirmed
312124,G03AA05,atcprod-confirmed
1087798,D01AE12,atcprod-confirmed
1991329,C01CA24,atcprod-confirmed
1994392,N02BF02,atcprod-confirmed
311877,D06AX09,atcprod-confirmed
205712,H02AB02,atcprod-confirmed
211319,N01BA05,atcprod-confirmed
213694,J05AB01,atcprod-confirmed
215101,M01AE02,atcprod-confirmed
1094393,R06AA02,atcprod-confirmed
1100471,A11HA02,atcprod-confirmed
1095364,N01BA05,atcprod-confirmed
4511,B03BB01|V04CX02,ingredient-level-kept
1009241,B05XA02,atcprod-confirmed
1010844,C01BB01,atcprod-confirmed
1012238,D07XA01,atcprod-confirmed
102250,A07EA02,atcprod-confirmed
248280,N01BA05,atcprod-confirmed
1045335,N01BA05,atcprod-confirmed
238154,N02BE01,atcprod-confirmed
1663812,D08AX08,atcprod-confirmed
1043063,D07AA02,atcprod-confirmed
1722107,N01BA03,atcprod-promote-L4toL5
1723750,L01FE03,atcprod-confirmed
106248,D07AA02,atcprod-confirmed
311422,B05XA11,atcprod-confirmed
2052064,G03AC01,atcprod-confirmed
207125,J02AX01,atcprod-confirmed
804973,D10AF01,atcprod-confirmed
206905,M01AE01,atcprod-confirmed
208312,B05XA02,atcprod-confirmed
312004,C01DA02,atcprod-confirmed
2117659,D10AD01,atcprod-confirmed
859132,G04BE01,atcprod-confirmed
1014018,J01AA08,atcprod-confirmed
244323,R02AD01,atcprod-confirmed
859128,G04BE01,atcprod-confirmed
1053444,N01BA05,atcprod-confirmed
1050338,C02AC01,atcprod-confirmed
998428,D01AC02,atcprod-confirmed
1101339,N02BF01,atcprod-confirmed
476679,N02BF01,atcprod-confirmed
616283,L01EX01,atcprod-confirmed
1049898,D04AA32,atcprod-confirmed
1052610,D08AJ08,atcprod-confirmed
239984,L04AG01,atcprod-confirmed
1807549,B05XA03,atcprod-confirmed
1812079,H02AB02,atcprod-confirmed
1860132,A12BA01,atcprod-confirmed
1244638,N01AF01,atcprod-confirmed
1250980,D01AE04,atcprod-confirmed
1251334,G03AA05,atcprod-confirmed
1293648,N01BB02,atcprod-confirmed
197948,D05AD02,atcprod-confirmed
198207,N05CM05,atcprod-confirmed
1431682,D04AB01,atcprod-confirmed
1494174,D10AF06,atcprod-promote-L4toL5
1546217,R03AA01,atcprod-confirmed
1593156,B02BD14,atcprod-confirmed
1247453,S01JA01,atcprod-confirmed
1426293,D04AB04,atcprod-confirmed
1372490,D08AJ08,atcprod-confirmed
1294033,D04AB07,atcprod-promote-L4toL5
1425181,A02AC01,atcprod-confirmed
1488304,B02BD11,atcprod-confirmed
748987,G03AC01,atcprod-confirmed
884077,D07AA02,atcprod-confirmed
312056,A07AA02,atcprod-confirmed
903305,H03AA02,atcprod-confirmed
892798,N01BA05,atcprod-confirmed
308310,N02BE01,atcprod-confirmed
668350,D07AB08,atcprod-confirmed
763474,G04BE01,atcprod-confirmed
312010,C01DA02,atcprod-confirmed
728481,M02AB01,atcprod-confirmed
993770,N02AJ06,atcprod-confirmed
198297,M01AB03,atcprod-confirmed
349516,N02BA01,atcprod-confirmed
902515,D08AX08,atcprod-confirmed
198466,N02BA01,atcprod-confirmed
198230,J01EB02,atcprod-confirmed
198635,B03AA07,atcprod-confirmed
204474,C02DA01,atcprod-confirmed
205336,A01AB02,atcprod-confirmed
834156,D08AC02,atcprod-confirmed
848166,N02BA01,atcprod-confirmed
2108920,D04AB01,atcprod-confirmed
212240,D06AX05,atcprod-confirmed
212246,D04AB04,atcprod-confirmed
1149658,D08AG02,atcprod-confirmed
1234393,D07XA01,atcprod-confirmed
1234586,R01AA04,atcprod-confirmed
1014024,J01AA08,atcprod-confirmed
1037274,N02BE01,atcprod-confirmed
1085633,D07AB09,atcprod-confirmed
1654645,D08AX08,atcprod-confirmed
1661424,B05XA03,atcprod-confirmed
1721473,J01CA01,atcprod-confirmed
1039811,D08AX08,atcprod-confirmed
252592,N01BA03,atcprod-confirmed
371226,B05XA19,atcprod-confirmed
858726,D08AC02,atcprod-confirmed
476137,D08AJ08,atcprod-confirmed
476556,J05AR03,atcprod-confirmed
1011814,N01BB02,atcprod-confirmed
1043322,D09AA11,atcprod-confirmed
1006710,S01AB04,atcprod-confirmed
1039681,M02AB01,atcprod-confirmed
1737764,C01BB01,atcprod-confirmed
1049093,D08AJ08,atcprod-confirmed
244557,D04AB04,atcprod-confirmed
1665679,M01AB15,atcprod-confirmed
1006729,S01AB04,atcprod-confirmed
1037240,N02BE01,atcprod-confirmed
2179758,L01FD01,atcprod-confirmed
1000895,D10AF06,atcprod-promote-L4toL5
1659600,J01CR04,atcprod-confirmed
1737562,C01BB01,atcprod-confirmed
1793145,B02BC06,atcprod-confirmed
1807516,J01XA01,atcprod-confirmed
1809083,J01EE01,atcprod-confirmed
1235200,S01GA01,atcprod-confirmed
1243585,S01BC04,atcprod-confirmed
1486841,J05AJ01,atcprod-confirmed
1487770,D04AB01,atcprod-confirmed
1547775,S01HA03,atcprod-confirmed
1598322,V06DC01,atcprod-confirmed
1648997,D07AB09,atcprod-confirmed
1807518,J01XA01,atcprod-confirmed
1944704,L01FX02,atcprod-confirmed
1247251,D04AB07,atcprod-confirmed
1248360,R06AA02,atcprod-confirmed
1299021,R01BA02,atcprod-confirmed
1305268,C01CA24,atcprod-confirmed
1305603,R05CA03,atcprod-confirmed
1366736,D08AC02,atcprod-confirmed
1370758,D07AB02,atcprod-confirmed
1375960,V06DC01,atcprod-promote-L4toL5
1493160,D08AJ01,atcprod-confirmed
1537012,N02BA01,atcprod-confirmed
1790175,L01EX07,atcprod-confirmed
1942710,A01AB02,atcprod-confirmed
197583,H02AB02,atcprod-confirmed
1657192,L01FF01,atcprod-confirmed
1860466,A12BA01,atcprod-confirmed
1872088,N02BA01,atcprod-confirmed
1924315,J05AJ01,atcprod-confirmed
1298427,D11AX22,atcprod-confirmed
1300889,M02AB01,atcprod-promote-L4toL5
761361,D01AE12,atcprod-confirmed
96058,D08AF01,atcprod-confirmed
312556,G01AX11,atcprod-confirmed
309332,D10AF01,atcprod-confirmed
206352,D07AA02,atcprod-confirmed
998493,D01AC02,atcprod-confirmed
313450,D10AD01,atcprod-confirmed
309335,J01FF01,atcprod-confirmed
636141,A06AD17,atcprod-confirmed
991233,L01XF03,atcprod-confirmed
730063,S01KA02,atcprod-confirmed
991370,A02AC01,atcprod-confirmed
308985,J01CA03,atcprod-confirmed
314113,A12CC10,atcprod-confirmed
806573,L01FD01,atcprod-confirmed
883806,R03AA01,atcprod-confirmed
312507,A12BA01,atcprod-confirmed
629695,J01AA08,atcprod-confirmed
308508,S01AA32,atcprod-confirmed
308891,A02AC01,atcprod-confirmed
1992305,S01ED01,atcprod-confirmed
1996193,N02AE01,atcprod-confirmed
308892,A02AC01,atcprod-confirmed
723739,A12CC10,atcprod-confirmed
867506,L01EX03,atcprod-confirmed
992816,G01AF04,atcprod-confirmed
203457,R06AA02|D04AA32,atcprod-confirmed
2054157,L01EX08,atcprod-confirmed
206349,D07AA02,atcprod-confirmed
847745,J05AR10,atcprod-confirmed
1147327,L01FX05,atcprod-confirmed
1190919,J07AM01,atcprod-confirmed
410226,N02BE01,atcprod-confirmed
584513,D07AB08,atcprod-confirmed
616480,N01BX03,atcprod-confirmed
858062,J01AA08,atcprod-confirmed
1000133,L02AB02,atcprod-confirmed
1010057,D04AB01,atcprod-confirmed
1046602,R01AA08,atcprod-confirmed
1085666,H02AB08,atcprod-confirmed
1110806,D07AB09,atcprod-confirmed
1012221,C05AA01,atcprod-promote-L4toL5
1037117,D04AB04,atcprod-confirmed
313884,A02AC01,atcprod-confirmed
314122,C01DA02,atcprod-confirmed
207086,A03BB03,atcprod-confirmed
213626,D06AX05,atcprod-confirmed
1147337,J05AR08,atcprod-confirmed
832731,A12BA01,atcprod-confirmed
343033,H02AB02,atcprod-confirmed
2109512,D04AB07,atcprod-confirmed
213372,D10AX02,atcprod-confirmed
562592,S01FB01,atcprod-confirmed
1012100,D04AB01,atcprod-confirmed
1049880,D04AA32,atcprod-confirmed
106303,D10AD01,atcprod-confirmed
1085686,D07AB09,atcprod-confirmed
252203,A02AD03,atcprod-confirmed
1733870,D04AB06,atcprod-confirmed
1742420,N01BA05,atcprod-confirmed
1747294,M01AE01,atcprod-confirmed
417424,D01AE12,atcprod-confirmed
1115013,N02BF01,atcprod-confirmed
1658048,L04AG12,atcprod-confirmed
1098199,D08AJ01,atcprod-confirmed
1994320,N02BA03,atcprod-confirmed
1111339,S01GX09,atcprod-confirmed
1190764,A03BA01,atcprod-confirmed
237511,B05XA18,atcprod-confirmed
1000720,D10AF06,atcprod-promote-L4toL5
238910,N01BA05,atcprod-confirmed
1798453,N02BE01,atcprod-confirmed
1807646,B05XA03,atcprod-confirmed
1871453,D04AB01,atcprod-confirmed
1294201,R01BA02,atcprod-confirmed
1369775,R01BA03,atcprod-promote-L4toL5
1494824,D10AF06,atcprod-promote-L4toL5
1789947,A03AD01,atcprod-confirmed
1797867,R01AC03,atcprod-confirmed
1919516,L01FF03,atcprod-confirmed
1926470,D06AA04,atcprod-confirmed
197580,H02AB02,atcprod-confirmed
1918214,D08AC02,atcprod-confirmed
1251365,A02AD03,atcprod-confirmed
1294394,N02CA02,atcprod-confirmed
1356799,R05DA04,atcprod-confirmed
1367420,B02BD30,atcprod-confirmed
197724,M01AE09,atcprod-confirmed
1534792,D04AB01,atcprod-confirmed
1918242,L01XK02,atcprod-confirmed
1923327,M02AB01,atcprod-confirmed
1293637,D04AB07,atcprod-promote-L4toL5
1482821,N02BF01,atcprod-confirmed
883808,D01AE12,atcprod-confirmed
902574,D08AX08,atcprod-confirmed
995067,R05DA04,atcprod-confirmed
309337,G01AA10,atcprod-confirmed
993837,N02AJ06,atcprod-confirmed
994289,R05DA04,atcprod-confirmed
311906,A14AB01,atcprod-confirmed
1087367,G04BX12,atcprod-confirmed
351973,N02BF01,atcprod-confirmed
701919,D06BX01,atcprod-confirmed
637077,D08AX08,atcprod-confirmed
707677,B05CB01,atcprod-confirmed
311207,P02CF01,atcprod-confirmed
205074,A02AC01,atcprod-confirmed
998704,A02AC01,atcprod-confirmed
2003712,D08AX08,atcprod-confirmed
310665,C02CC02,atcprod-confirmed
1090743,R01BA02,atcprod-confirmed
2043464,J05AR11,atcprod-confirmed
744846,J05AJ01,atcprod-confirmed
199308,D01AE12,atcprod-confirmed
313137,J01EE01,atcprod-confirmed
313941,D01AE14,atcprod-confirmed
1994395,N02BF02,atcprod-confirmed
824574,R02AD01,atcprod-confirmed
313407,S01ED01,atcprod-confirmed
836397,N02AJ13,atcprod-confirmed
210325,A07AA02,atcprod-confirmed
1193341,L01EJ01,atcprod-confirmed
1234549,D04AB07,atcprod-promote-L4toL5
597730,J05AR10,atcprod-confirmed
608844,D01AC08,atcprod-confirmed
1000981,S01GA04,atcprod-confirmed
1010751,N01BB02,atcprod-confirmed
1037273,N02BE01,atcprod-confirmed
1049182,R01BA03,atcprod-confirmed
238754,H02AB09,atcprod-confirmed
1659927,L01XJ02,atcprod-confirmed
1661427,B05XA03,atcprod-confirmed
1666374,C01CA06,atcprod-confirmed
1010745,N01BB02,atcprod-confirmed
240093,N02BE01,atcprod-confirmed
252965,D08AG02,atcprod-confirmed
318202,D10AF02,atcprod-confirmed
853499,N02BA01,atcprod-confirmed
2122526,J05AR25,atcprod-confirmed
2197238,N01BA05,atcprod-confirmed
1090699,R01BA02,atcprod-confirmed
309286,B06AA04,atcprod-confirmed
1088255,L01EB02,atcprod-confirmed
2121061,L01ED02,atcprod-confirmed
1101840,N01BX03,atcprod-confirmed
1114074,L01EX04,atcprod-confirmed
860092,M01AB15,atcprod-confirmed
1038791,D08AJ01,atcprod-confirmed
1039942,D08AX08,atcprod-confirmed
242446,S02AA16,atcprod-confirmed
245249,D01BA01,atcprod-confirmed
1720002,C05AX06,atcprod-promote-L4toL5
1737636,C01BB01,atcprod-confirmed
603208,L01EB02,atcprod-confirmed
243587,D04AB04,atcprod-confirmed
1720258,B03BB01,atcprod-confirmed
1721571,L01EB04,atcprod-confirmed
1745438,C05AD01,atcprod-promote-L4toL5
1788839,D08AX08,atcprod-confirmed
1994362,L01EL01,atcprod-confirmed
805663,N06BA13,atcprod-confirmed
1111343,S01GX09,atcprod-confirmed
1006120,S01AB04,atcprod-confirmed
1747697,J05AR17,atcprod-confirmed
1801298,A12BA01,atcprod-confirmed
1807513,J01XA01,atcprod-confirmed
1790877,B03BB01,atcprod-confirmed
1807636,B05XA03,atcprod-confirmed
1860139,A12BA01,atcprod-confirmed
1868494,C01DA02,atcprod-confirmed
1869797,D04AB01,atcprod-confirmed
1921589,L01XK03,atcprod-confirmed
1939340,D04AB01,atcprod-confirmed
1242123,R02AA19,atcprod-confirmed
1251355,A02AD03,atcprod-confirmed
1314768,J01GB01,atcprod-confirmed
1366794,C05AD01,atcprod-confirmed
1373142,D04AB01,atcprod-confirmed
1373137,D04AB01,atcprod-confirmed
1947133,H02AB08,atcprod-confirmed
1427002,D04AB01,atcprod-confirmed
1552226,D04AB04,atcprod-confirmed
1366116,D06AX05,atcprod-confirmed
198204,N02BE01,atcprod-confirmed
1652093,R05DA04,atcprod-confirmed
1604323,D08AJ01,atcprod-confirmed
1597267,L01FX07,atcprod-confirmed
1542803,N01BA05,atcprod-confirmed
672601,N02BE01,atcprod-confirmed
645146,D11AX01,atcprod-confirmed
668579,L01XH01,atcprod-confirmed
756245,N02BE01,atcprod-confirmed
200141,V06DC01,atcprod-confirmed
312539,R05CA02,atcprod-confirmed
312515,A12BA01,atcprod-confirmed
2058529,J01AA08,atcprod-confirmed
977836,G03AC01,atcprod-confirmed
308715,D07XC01,atcprod-confirmed
882548,D10AD01,atcprod-confirmed
797022,H02AB02,atcprod-confirmed
995064,R05DA04,atcprod-confirmed
311364,J01MA07,atcprod-confirmed
312570,S01AX18,atcprod-confirmed
198473,N02BA01,atcprod-confirmed
198268,P02CA02,atcprod-confirmed
2003123,R05CA03,atcprod-confirmed
748977,G03AC01,atcprod-confirmed
314108,J01AA08,atcprod-confirmed
827757,R05CA03,atcprod-confirmed
211747,D08AG02,atcprod-confirmed
212567,D07AA02,atcprod-confirmed
2168270,N01AH01,atcprod-confirmed
2183700,R01BA02,atcprod-confirmed
1099719,R01BA02,atcprod-confirmed
210073,D01AE12,atcprod-confirmed
213109,M02AB01,atcprod-confirmed
1190817,S01FA01,atcprod-confirmed
1000126,L02AB02,atcprod-confirmed
245248,D01BA01,atcprod-confirmed
213499,A01AB02,atcprod-confirmed
1046529,D08AJ01,atcprod-confirmed
1049568,D08AX08,atcprod-confirmed
1049882,D04AA32,atcprod-confirmed
828367,C05AD07,atcprod-confirmed
2169362,L01FD01,atcprod-confirmed
313322,P02CA02,atcprod-confirmed
834206,D08AC02,atcprod-confirmed
857366,D01AC03,atcprod-confirmed
208334,D10AD01,atcprod-confirmed
1095271,A01AB02,atcprod-confirmed
248341,D04AB04,atcprod-confirmed
1667909,C01CA02,atcprod-confirmed
1116155,D04AB07,atcprod-confirmed
1006688,D10AF06,atcprod-confirmed
1048336,G04BX12,atcprod-confirmed
5640,C01EB16|G02CC01|M01AE01|M02AA13|R02AX02,ingredient-level-kept
1011093,C01BB01,atcprod-confirmed
1047795,G04BX12,atcprod-confirmed
1052767,R01BA03,atcprod-confirmed
1737345,C01BB01,atcprod-confirmed
1092422,R06AA02,atcprod-confirmed
237210,A03AD01,atcprod-confirmed
208330,D10AD01,atcprod-confirmed
604020,S01AD09,atcprod-confirmed
1006693,D10AF06,atcprod-confirmed
1668248,B05XA19,atcprod-confirmed
1005856,D10AF06,atcprod-promote-L4toL5
240984,J01CR04,atcprod-confirmed
1807511,J01XA01,atcprod-confirmed
