rxcui,drug_name,tty,our_value,resolver_value,provenance,who_check
847724,glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl],SBD,A10BD04,A10BB12|A10BG02,history+per_ingredient,UNCONFIRMED
664799,dextromethorphan hydrobromide 45 MG / guaifenesin 1200 MG Extended Release Oral Tablet,SCD,R05FB02,R05DA09|R05CA03,history+per_ingredient,UNCONFIRMED
806413,glucose 35 MG/ML / potassium chloride 0.027 MEQ/ML / sodium chloride 0.026 MEQ/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|V06DC01,B05CX01|V04CA02|V06DC01|A12BA01|B05XA01|A12CA01|B05CB01|B05XA03,history+per_ingredient,UNCONFIRMED
213502,alitretinoin 0.001 MG/MG Topical Gel [Panretin],SBD,D11AH04,L01XF02,route_filter,UNCONFIRMED
2171258,benzalkonium chloride 1.3 MG/ML Medicated Shampoo,SCD,D08AJ01|D09AA11,D08AJ01|D09AA11|R02AA16,route_filter,UNCONFIRMED
215850,Caltrate,BN,A02AC,A12AA04,route_filter,UNCONFIRMED
836368,200 ACTUAT ipratropium bromide 0.017 MG/ACTUAT Metered Dose Inhaler [Atrovent],SBD,R01AX03,R03BB01,route_filter,UNCONFIRMED
1805273,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lillow 28 Day],BPCK,G03AA07,G03CA01|L02AA03|G03AC03|G03AD01,history+per_ingredient,UNCONFIRMED
1370750,hydrocortisone valerate 0.002 MG/MG Topical Ointment,SCD,D07AA02|D07XA01,C05AA01|D07AA02|D07XA01,route_filter,UNCONFIRMED
753479,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Tri-Previfem 28 Day],BPCK,G03AA11,G03CA01|L02AA03,history+per_ingredient,UNCONFIRMED
686538,glucose 50 MG/ML / sodium chloride 0.0188 MEQ/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|V06DC01,B05CX01|V04CA02|V06DC01|A12CA01|B05CB01|B05XA03,history+per_ingredient,UNCONFIRMED
802049,"diphtheria toxoid vaccine, inactivated 13.2 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD,J07CA02,J07AF01|J07AM01,history+per_ingredient,UNCONFIRMED
861818,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet [Avandamet],SBD,A10BD03,A10BA02|A10BG02,history+per_ingredient,UNCONFIRMED
848928,aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009],SBD,N02AJ18,A01AD05|B01AC06|N02BA01|N02AA05,history+per_ingredient,UNCONFIRMED
2173936,dextromethorphan hydrobromide 5 MG/ML / phenylephrine hydrochloride 2.5 MG/ML / sodium citrate 14.7 MG/ML Oral Solution,SCD,R05DA20,R05DA09|B05CB02|C01CA06|C05AX06|R01AA04|R01AB01|R01BA03|S01FB01|S01GA05,history+per_ingredient,UNCONFIRMED
252306,12 HR dextromethorphan hydrobromide 50 MG / guaifenesin 1000 MG Extended Release Oral Tablet,SCD,R05FB02,R05DA09|R05CA03,history+per_ingredient,UNCONFIRMED
1312415,simvastatin 10 MG / sitagliptin 50 MG Oral Tablet [Juvisync],SBD,A10BH51,C10AA01|A10BH01,history+per_ingredient,CONFIRMED
1358330,dextromethorphan hydrobromide 30 MG / guaifenesin 500 MG Extended Release Oral Tablet,SCD,R05FB02,R05DA09|R05CA03,history+per_ingredient,UNCONFIRMED
1537200,aspirin 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Effervescent Oral Tablet,SCD,R05DA20,A01AD05|B01AC06|N02BA01|R06AB04|R05DA09,history+per_ingredient,UNCONFIRMED
1299959,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet [Uniretic],SBD,C09BA13,C09AA13|C03AA03,history+per_ingredient,UNCONFIRMED
897846,24 HR trandolapril 2 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka],SBD,C09BB10,C08DA01|C09AA10,history+per_ingredient,UNCONFIRMED
751902,{84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Seasonale 91 Day],BPCK,G03AA07,G03CA01|L02AA03|G03AC03|G03AD01,history+per_ingredient,UNCONFIRMED
900000,24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met],SBD,A10BD05,A10BG03|A10BA02,history+per_ingredient,UNCONFIRMED
904671,{30 (aspirin 81 MG Oral Tablet) / 30 (pravastatin sodium 80 MG Oral Tablet [Pravachol]) } Pack [Pravigard 81/80],BPCK,C10BX02,A01AD05|B01AC06|N02BA01|C10AA03,history+per_ingredient,UNCONFIRMED
105446,bromocriptine 2.5 MG Oral Tablet [Parlodel],SBD,G02CB01,N04BC01,route_filter,UNCONFIRMED
244099,glucose 100 MG/ML / sodium chloride 0.154 MEQ/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|V06DC01,B05CX01|V04CA02|V06DC01|A12CA01|B05CB01|B05XA03,history+per_ingredient,UNCONFIRMED
237896,simethicone 40 MG Oral Tablet,SCD,A03AX13,P03AX05,history+per_ingredient,UNCONFIRMED
1368409,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet [Oseni],SBD,A10BD09,A10BH04|A10BG03,history+per_ingredient,CONFIRMED
1370752,hydrocortisone valerate 0.002 MG/MG Topical Ointment [Westcort],SBD,D07AA02|D07XA01,C05AA01|D07AA02|D07XA01,route_filter,UNCONFIRMED
1300295,benzethonium chloride 2 MG/ML / benzocaine 200 MG/ML Topical Cream [Lanacane],SBD,D04AB04|D08AJ08,C05AD03|D04AB04|N01BA05|D08AJ08,route_filter,UNCONFIRMED
866472,24 HR hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release Oral Tablet,SCD,C07BB02,C03AA03|C07AB02,history+per_ingredient,UNCONFIRMED
206182,ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet [Levora],SBD,G03AA07,G03CA01|L02AA03|G03AC03|G03AD01,history+per_ingredient,UNCONFIRMED
1049259,acetaminophen 400 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Magnacet],SBD,N02AJ17,N02BE01|N02AA05,history+per_ingredient,CONFIRMED
2003745,chlorhexidine gluconate 20 MG/ML Medicated Shampoo,SCD,D08AC02|D09AA12,A01AB03|B05CA02|D08AC02|D09AA12|R02AA05|S01AX09|S02AA09|S03AA04,route_filter,UNCONFIRMED
203576,Claritin,BN,R06AX,R06AX13,route_filter,UNCONFIRMED
378167,ipecac Oral Solution,SCDF,R05CA04,R05CA04|V03AB01,route_filter,UNCONFIRMED
2056897,everolimus 1 MG Oral Tablet [Zortress],SBD,L01EG02|L01XE10|L04AA18,L04AH02,route_filter,UNCONFIRMED
1654912,"insulin, regular, human 12 UNT Inhalation Powder [Afrezza]",SBD,A10AF01,A10AB01,route_filter,UNCONFIRMED
1010608,buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet [Suboxone],SBD,N07BC51,N02AE01|N07BC01|A06AH04|V03AB15,history+per_ingredient,CONFIRMED
1944692,miconazole nitrate 20 MG/ML Medicated Shampoo,SCD,D01AC02,A01AB09|A07AC01|D01AC02|G01AF04|J02AB01|S02AA13,route_filter,UNCONFIRMED
1422092,atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet [Liptruzet],SBD,C10BA05,C10AX09|C10AA05,history+per_ingredient,UNCONFIRMED
1366646,neomycin 140 MG/ML Oral Solution,SCD,A07AA01|J01GB05,A07AA01|B05CA09|J01GB05|R02AB01,route_filter,UNCONFIRMED
1495103,salicylic acid 2 MG/ML Otic Suspension,SCD,D01AE12,D01AE12|S01BC08,route_filter,UNCONFIRMED
748886,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Nordette 28 Day],BPCK,G03AA07,G03CA01|L02AA03|G03AC03|G03AD01,history+per_ingredient,UNCONFIRMED
205157,phenol 0.01 MG/MG Topical Ointment,SCD,C05BB05|D08AE03,C05BB05|D08AE03|N01BX03,route_filter,UNCONFIRMED
897782,24 HR trandolapril 1 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka],SBD,C09BB10,C08DA01|C09AA10,history+per_ingredient,UNCONFIRMED
831261,cromolyn sodium 20 MG/ML Oral Solution,SCD,A07EB01,A07EB01|R03BC01,route_filter,UNCONFIRMED
2104187,allantoin 2 MG/ML / hyaluronic acid 20 MG/ML Medicated Liquid Soap,SCD,D03AX05,D03AX05|M09AX01|R01AX09|S01KA01,route_filter,UNCONFIRMED
1049269,acetaminophen 400 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Magnacet],SBD,N02AJ17,N02BE01|N02AA05,history+per_ingredient,CONFIRMED
2590,clobetasol,IN,D07AD01,D07AD01|S01BA17,route_filter,UNCONFIRMED
